"","V1","V2"
"1%",0.144712129969932,0.229507153538194
"2%",0.149126171821629,0.232923011194667
"3%",0.151127881628611,0.235523044431739
"4%",0.153038281310143,0.236630491981823
"5%",0.155084997453305,0.238198462786759
"6%",0.156672554234315,0.239157383581254
"7%",0.157568907489074,0.240321236445443
"8%",0.158573150644167,0.241293763282175
"9%",0.159498132782244,0.242422557382567
"10%",0.160223646914146,0.243314820742383
"11%",0.160875790849862,0.244020925527341
"12%",0.161708611407174,0.244982197000893
"13%",0.162228304113591,0.245720930704022
"14%",0.163195451670934,0.246388392524387
"15%",0.163801383326323,0.247071412732916
"16%",0.164643449207067,0.248001043763275
"17%",0.165272968638295,0.248635115959248
"18%",0.165931035629063,0.249317640644538
"19%",0.166288397077592,0.249937008341707
"20%",0.166824288776567,0.250544735089786
"21%",0.16736530697412,0.251169451667012
"22%",0.167735867212865,0.251705127725562
"23%",0.168094121700206,0.252169149634588
"24%",0.168652240857014,0.252857180828772
"25%",0.169238426340728,0.253443706164528
"26%",0.169665496235652,0.253987781150051
"27%",0.170177907189664,0.254438584286401
"28%",0.170621243796807,0.254964093943406
"29%",0.171202767427013,0.255429547176133
"30%",0.171615088837594,0.255953987995233
"31%",0.172115105986211,0.256274570780151
"32%",0.172565765403196,0.256598157426173
"33%",0.173065322846739,0.25695476245611
"34%",0.173542742099468,0.257317211105202
"35%",0.173892134995237,0.25772625742231
"36%",0.174251775809811,0.258175322728008
"37%",0.174586029170279,0.258643040652623
"38%",0.174939278060182,0.259070507353764
"39%",0.175303978772213,0.259502481638456
"40%",0.175686509986898,0.259876147861345
"41%",0.176146393979217,0.260269059236275
"42%",0.17660875882066,0.260600698218589
"43%",0.177041690561333,0.260975003455476
"44%",0.177605658314221,0.261283117632301
"45%",0.178017224700938,0.261624207457286
"46%",0.178389086492437,0.262034183304745
"47%",0.17879309790226,0.262454575624202
"48%",0.179191170654348,0.262788442141005
"49%",0.179569522964755,0.263227113020074
"50%",0.180093168676051,0.26355065217836
"51%",0.180548521838418,0.263920589182267
"52%",0.180934784684137,0.2643136315919
"53%",0.181411288388615,0.264634839270342
"54%",0.181778026223269,0.265036870803269
"55%",0.182224082592861,0.265424566916175
"56%",0.182610628875629,0.265725012564709
"57%",0.183204023795073,0.266065433760623
"58%",0.183554723166033,0.266449599695537
"59%",0.184140169749862,0.266900056074991
"60%",0.184598233099135,0.267357690161065
"61%",0.185031078808015,0.267852508843829
"62%",0.185330631638261,0.268209624675146
"63%",0.185874153059774,0.268835288488308
"64%",0.186335312417342,0.269400892246128
"65%",0.186838931423507,0.269740201322648
"66%",0.187314853980926,0.270378826989955
"67%",0.187779662201007,0.270757559276763
"68%",0.188246743151439,0.271218667823185
"69%",0.188761195362685,0.271765150580495
"70%",0.189583410379476,0.272206857239478
"71%",0.190045836995061,0.2726212339584
"72%",0.190622393620585,0.273046509443417
"73%",0.191047225892104,0.273644223859873
"74%",0.1914313339287,0.274242057483394
"75%",0.191965315804115,0.274717248202809
"76%",0.192685862328273,0.275460289709685
"77%",0.1934484842004,0.276117158802728
"78%",0.194081643811862,0.276642061488749
"79%",0.194670367467315,0.277503469891936
"80%",0.195212151324568,0.278091007019647
"81%",0.195969628880883,0.2786919019666
"82%",0.196560748123871,0.279377259956275
"83%",0.197421924410525,0.280304618525036
"84%",0.198293062656798,0.28136935111547
"85%",0.198939109816124,0.282183522376739
"86%",0.199976543684019,0.283077626841737
"87%",0.201253294798911,0.284289304604847
"88%",0.202627556114489,0.285717953664164
"89%",0.203946740599521,0.287324948480654
"90%",0.206014897564768,0.289412263271003
"91%",0.209452273727489,0.291787568150002
"92%",0.212895651135613,0.296091185322232
"93%",0.234668029069646,0.351460946521549
"94%",0.254631506540964,0.38708954579664
"95%",0.282320010803255,0.399208812691914
"96%",0.319555644798723,0.441383367167155
"97%",0.325805977006752,0.462525352303837
"98%",0.32589846503478,0.470693043586226
"99%",0.328106364221339,0.48619831203414
