"","V1","V2"
"1%",-29915.1750801403,-22348.4259078805
"2%",-28715.8523530496,-21610.7029783679
"3%",-27838.5799510112,-20452.2410973404
"4%",-26465.4303852191,-18300.4589559449
"5%",-25232.1600444355,-17616.0368909547
"6%",-23603.4369644528,-17020.0113737787
"7%",-21726.0941907426,-16504.2326682456
"8%",-20813.5044381242,-16102.0645614388
"9%",-20062.9438060236,-15721.7968154372
"10%",-19064.4246680381,-15439.8469937039
"11%",-17852.254073528,-15226.4041535934
"12%",-16771.1386600194,-15024.3244609561
"13%",-16266.8190614091,-14842.7714030636
"14%",-15833.2102152265,-14666.9468341474
"15%",-15368.887276507,-14501.7179640009
"16%",-15096.5708144639,-14346.451252492
"17%",-14928.9834236795,-14175.8068804271
"18%",-14706.2568923819,-14002.9656397596
"19%",-14491.9635819729,-13850.643243672
"20%",-14256.5646067368,-13674.2815941399
"21%",-14035.7751184603,-13474.0123226753
"22%",-13741.5303359345,-13270.4561991375
"23%",-13502.5728356176,-13032.9730698661
"24%",-13304.9616767753,-12738.3870372114
"25%",-13115.6050147865,-12381.0196341648
"26%",-12928.8696904158,-12053.9045317871
"27%",-12760.4748049381,-11755.7563471785
"28%",-12606.643934228,-11447.8470303459
"29%",-12457.9951379989,-11062.0235872538
"30%",-12341.6261418222,-10715.7245469704
"31%",-12182.3050279107,-10418.0074392114
"32%",-12053.8072230698,-10165.5405149587
"33%",-11921.6978633284,-9896.86446910891
"34%",-11790.779439803,-9700.23208861842
"35%",-11673.2819482214,-9523.14897164348
"36%",-11569.3302527023,-9271.70500319536
"37%",-11435.2468749716,-9040.43759878513
"38%",-11334.8330425265,-8851.8648657717
"39%",-11216.4202032328,-8670.0795455142
"40%",-11087.647224365,-8520.94598163462
"41%",-10984.3378692311,-8388.50422484559
"42%",-10868.1364094641,-8259.58160688837
"43%",-10762.6448475525,-8125.22108569134
"44%",-10641.871673117,-8006.37372085003
"45%",-10529.9434038862,-7875.98427133824
"46%",-10419.4798871647,-7760.89933450648
"47%",-10321.5924240631,-7663.82781233147
"48%",-10228.0404244406,-7554.48356443002
"49%",-10123.6900114373,-7462.64348516403
"50%",-10028.7863086064,-7354.48297893558
"51%",-9942.14263561343,-7239.74236010144
"52%",-9841.4607037624,-7140.00784508561
"53%",-9745.78391877293,-7006.03819605095
"54%",-9649.28127237704,-6883.17746733607
"55%",-9553.42010791075,-6768.82197588359
"56%",-9459.01511897634,-6633.86702216869
"57%",-9351.92360459016,-6491.35496124433
"58%",-9248.98137253007,-6351.74832441479
"59%",-9140.62582420263,-6226.73005393247
"60%",-9030.99525456564,-6067.54506798499
"61%",-8905.9805556046,-5925.84269846577
"62%",-8782.95858390996,-5788.70161857208
"63%",-8647.16286880945,-5645.56975874598
"64%",-8481.98030818889,-5473.01696646079
"65%",-8327.92213259984,-5335.94854135967
"66%",-8182.09040798526,-5196.48611699443
"67%",-8031.50400256132,-5077.05493398019
"68%",-7874.88359239999,-4905.63701056036
"69%",-7710.50260023711,-4737.11852144888
"70%",-7566.7297185456,-4563.48923182468
"71%",-7410.83640817722,-4385.70158952898
"72%",-7249.6616877308,-4190.63238952317
"73%",-7090.99705507577,-3981.43810118886
"74%",-6891.48456656514,-3812.28993901764
"75%",-6677.63108950549,-3630.21901542293
"76%",-6342.91112766308,-3440.02525101367
"77%",-6002.49901653626,-3264.37311916444
"78%",-5758.59877214103,-3073.33282300722
"79%",-5514.07029592918,-2887.4763704554
"80%",-5145.67239265524,-2656.81015877612
"81%",-4609.47825857385,-2438.41028368118
"82%",-4130.21191583496,-2056.14676828143
"83%",-3612.10636962802,-1650.08257460058
"84%",-3212.85616921787,-1288.32295928182
"85%",-2866.54308667022,-863.415961350953
"86%",-2516.42924237829,-577.501262541764
"87%",-2194.08753528916,-327.925765833081
"88%",-1774.63228774365,-169.447998120508
"89%",-1259.22004104403,-89.4263274668943
"90%",-802.56830257605,-23.0533725144418
"91%",-419.335870683592,-7.93191363074351
"92%",-278.909942600461,1.33520920105574
"93%",-155.330881846429,10.7932153605043
"94%",-45.8812378339569,35.0106512189393
"95%",-13.6548451052968,150.176807113988
"96%",-0.948996046558557,822.649751192777
"97%",3.07729522917671,1618.18579051469
"98%",13.3324830697269,2770.07595556483
"99%",41.8799750656843,3931.67651564863
