"","V1","V2"
"1%",-19952.7427023518,-25681.429746276
"2%",-17637.422593644,-24667.2935278285
"3%",-16683.429609201,-22623.8141102148
"4%",-15656.5765039963,-21666.6795396524
"5%",-15094.9010289693,-20740.0919905132
"6%",-14652.9582445277,-20121.53986245
"7%",-14369.5153099106,-19690.1819909094
"8%",-14140.0810922917,-19219.4070023422
"9%",-13879.5355078036,-18742.374738247
"10%",-13594.1435863295,-18371.4913790676
"11%",-13254.7835312924,-17911.7201218938
"12%",-12952.4420816164,-17524.6621736059
"13%",-12593.0114549978,-17319.7513870784
"14%",-12169.1254233667,-17141.5120226653
"15%",-11663.5113033912,-16953.5618169531
"16%",-11217.9045676298,-16788.8117674196
"17%",-10694.9793301075,-16662.5398584838
"18%",-10222.3029250162,-16521.7215555284
"19%",-9866.98946939158,-16356.30402284
"20%",-9475.05467925354,-16173.7455509308
"21%",-9065.30019312563,-15990.8506234726
"22%",-8406.94296691209,-15789.2845804409
"23%",-7842.7563826012,-15573.3877284667
"24%",-7312.12180944034,-15312.9249509561
"25%",-6806.19199440049,-15045.5565525684
"26%",-6495.50865175624,-14775.4900444755
"27%",-6237.86737166804,-14555.0745662686
"28%",-5760.94962011812,-14299.3768730589
"29%",-5384.70709654593,-14132.8043547339
"30%",-5120.82216874559,-13956.0707602766
"31%",-4805.54176574225,-13773.1238905155
"32%",-4548.88254927668,-13651.9807564911
"33%",-4312.16956806256,-13505.5153905048
"34%",-4134.96428238007,-13378.6584151118
"35%",-3928.01148881965,-13252.4713960887
"36%",-3725.41069541668,-13119.7478975269
"37%",-3543.26170353529,-12978.8406100795
"38%",-3258.13038593496,-12837.5444644979
"39%",-3027.2857370006,-12715.0015052227
"40%",-2745.18823968747,-12605.2440636859
"41%",-2404.13068215348,-12484.5133847859
"42%",-2122.48008682351,-12368.1962654578
"43%",-1808.85895880509,-12238.0298473455
"44%",-1544.73538792669,-12109.3450601797
"45%",-1274.77301695713,-11977.1191778152
"46%",-1061.72229052968,-11869.4011247747
"47%",-866.93876293638,-11744.3766817996
"48%",-725.767797368493,-11632.9958896717
"49%",-591.929333885097,-11530.9277483184
"50%",-484.048604527199,-11428.0363280674
"51%",-357.261347358919,-11339.2038334733
"52%",-232.637814882773,-11219.9026687454
"53%",-161.784760454843,-11091.9831784078
"54%",-113.896446012664,-10968.1975662954
"55%",-72.5556096170713,-10808.5035502673
"56%",-35.928085869033,-10653.9245809262
"57%",-16.2641405138917,-10482.288720041
"58%",-2.26057258543302,-10337.0566684574
"59%",12.5224235037432,-10156.3567006944
"60%",260.212399039661,-9968.04704582354
"61%",512.31819447603,-9724.28412929223
"62%",838.119118725727,-9498.12984518674
"63%",1135.90871223742,-9212.1199142229
"64%",1441.47941031819,-8973.09129754253
"65%",1717.40400117229,-8687.25170261499
"66%",2039.97702752329,-8444.98358225685
"67%",2320.41855606701,-8157.33477716204
"68%",2710.3270524781,-7961.67278792774
"69%",3127.82734022728,-7679.30012573107
"70%",3563.45398069105,-7494.60897050561
"71%",3939.08040644296,-7263.05341128668
"72%",4365.71629015667,-7031.42532432511
"73%",4730.33730658264,-6709.33267164728
"74%",5114.08510417986,-6405.31462106119
"75%",5639.5515735021,-6172.03132227662
"76%",7746.8194385659,-5931.2343824863
"77%",9066.95076432686,-5583.63388382272
"78%",9950.65554855939,-5200.81965257691
"79%",10386.1434015521,-4847.81168473046
"80%",10811.8104201918,-4319.97839850499
"81%",12468.4973370541,-3744.55396084788
"82%",13338.4664107293,-3124.51396446361
"83%",14070.4522192036,-2656.30891399458
"84%",14581.3884968109,-2274.99326087122
"85%",15194.6270857452,-1765.49432945455
"86%",15944.3063397221,-1284.17762044998
"87%",17608.7706371854,-779.334987810915
"88%",19581.2456667427,-337.920771275617
"89%",20733.9827762299,-89.1393376462559
"90%",21762.0923038815,-41.3834656219571
"91%",22426.7387338267,-2.38320864092853
"92%",23687.0454268167,8.20053813803415
"93%",24176.3970574223,16.6717659962971
"94%",24572.9465277022,34.3618972526252
"95%",25301.5117994829,68.6196922438809
"96%",26153.5267527787,199.102384794472
"97%",26666.4925633847,399.824340569736
"98%",28614.3220350177,704.256172921198
"99%",30107.3377797324,1051.97822135669
