"","V1","V2"
"1%",-6631.12355374317,-27712.7244151084
"2%",-5472.48140177795,-26956.2212759515
"3%",-4609.42936987769,-25715.4356784796
"4%",-4076.44807882575,-24416.2673037723
"5%",-3634.76241973181,-23714.936950252
"6%",-3316.56540873314,-23311.8730158016
"7%",-2975.91942425137,-22987.1778110561
"8%",-2643.78864510267,-22739.7010167797
"9%",-2340.41471092342,-22482.2430448476
"10%",-1942.83862998502,-22266.4546203258
"11%",-1569.20556844598,-22044.7202917846
"12%",-1315.92751064433,-21847.700314443
"13%",-1114.04792626803,-21666.3718260147
"14%",-939.171304276319,-21432.2239667059
"15%",-756.398688124003,-21235.4582052596
"16%",-595.923382327584,-21076.2027947853
"17%",-417.73881499007,-20875.5931024914
"18%",-266.438448387064,-20730.3348070382
"19%",-93.4137385584043,-20608.6149956415
"20%",-39.9577657129443,-20485.6912981058
"21%",-30.2418029755787,-20376.280776605
"22%",-19.2302773260826,-20264.1727844606
"23%",-11.7501307892806,-20148.8503273343
"24%",-4.30490574114011,-20061.4663608412
"25%",11.3076779054952,-19959.3750081822
"26%",43.5638563499949,-19871.3257744481
"27%",109.69319021307,-19752.739209705
"28%",223.7790619154,-19643.0939872751
"29%",452.856735944201,-19536.7694264138
"30%",691.897794420366,-19422.1741654347
"31%",937.061427633436,-19310.7091303234
"32%",1213.51445436922,-19194.9082862358
"33%",1597.56756956294,-19085.5566366865
"34%",1873.40590600133,-18971.5343195722
"35%",2162.37322198857,-18848.7833921548
"36%",2447.6152175592,-18744.3503128298
"37%",2716.88056553547,-18641.4236544069
"38%",3033.27679365939,-18516.8576019524
"39%",3416.73323890655,-18399.6942710443
"40%",3814.24050266081,-18289.5682657767
"41%",4130.59707303608,-18138.2891234117
"42%",4433.74481342752,-17973.8543805798
"43%",4739.00649460175,-17798.9907408466
"44%",5107.94869328153,-17576.2493888336
"45%",5447.25489362542,-17399.7849661335
"46%",6059.14256700427,-17195.7003390198
"47%",6841.09910864431,-16988.3719685139
"48%",7258.40630960908,-16729.3585625504
"49%",7607.15677701904,-16433.6559247875
"50%",8195.42001571534,-15934.7314756242
"51%",8749.51613576507,-15404.0943896952
"52%",9171.08397920593,-14818.0277181564
"53%",9455.85160010181,-14330.3264793796
"54%",9763.80980892331,-13937.5223032281
"55%",10163.1434032204,-13466.4821307741
"56%",10584.9239885697,-12889.3844990995
"57%",10901.9989718721,-12356.7305416729
"58%",11125.1605111968,-11552.4879808477
"59%",11311.2067283136,-10853.5134489253
"60%",11532.6572807098,-9997.97139887126
"61%",11782.7534137905,-9415.22024434655
"62%",12036.8104015591,-8871.833838847
"63%",12390.7156297376,-8452.10211657862
"64%",12819.2853332703,-8146.31777364863
"65%",13279.0529790334,-7825.0771476474
"66%",13666.2197894605,-7556.47871263194
"67%",13976.5226579612,-7285.38357290534
"68%",14317.5558511764,-7029.75795618188
"69%",14632.8688240879,-6780.87870990793
"70%",15071.5078589657,-6508.54641352133
"71%",15735.7700326007,-6256.86015538269
"72%",16782.1663128667,-6051.83422047476
"73%",17386.2671346057,-5854.11924525806
"74%",18529.0697208788,-5632.70200889048
"75%",20473.6439872585,-5371.95334108516
"76%",21608.2043892101,-5114.3258930983
"77%",22265.8709827681,-4848.95637525615
"78%",22773.2259450009,-4626.12360144592
"79%",23288.849410724,-4413.28946896856
"80%",23808.5025695751,-4108.44004972355
"81%",24339.4548923662,-3844.75072497538
"82%",25316.5897406925,-3363.49018942655
"83%",25877.6641781079,-2926.92696553867
"84%",26670.1227820281,-2529.33655714541
"85%",27334.479123289,-1984.03225350619
"86%",27896.8964821218,-1635.00317668814
"87%",28514.0490319251,-1314.88769702295
"88%",29555.5713021216,-931.614697541488
"89%",30521.9947396282,-481.123650169861
"90%",31987.2852765527,-339.22993205344
"91%",32732.2122638957,-205.632502423048
"92%",33619.9940573261,-94.0636367494763
"93%",34741.5505581341,-42.7461037753172
"94%",36273.4359699313,-22.4457363317991
"95%",37374.3388729293,-10.7672373357816
"96%",38421.5722295986,-2.6741056561135
"97%",39758.8495410346,3.22983923118098
"98%",41304.6305879111,222.753940495583
"99%",42079.986441119,794.874632466388
