"","V1","V2"
"1%",-21814.2429556201,-16109.976705226
"2%",-20836.1557849476,-14769.672443409
"3%",-19989.4289243751,-14356.9316746781
"4%",-19391.9891735472,-14004.5027613989
"5%",-19053.1342150337,-13665.332583245
"6%",-18783.375022089,-13419.2326339291
"7%",-18542.4096001253,-13105.2205118903
"8%",-18243.2676810664,-12835.5594165948
"9%",-18026.1350667165,-12624.7011032465
"10%",-17820.796500635,-12450.0273499127
"11%",-17646.6840087785,-12290.664695151
"12%",-17496.1252239727,-12094.3500443305
"13%",-17344.1107111933,-11888.0218271594
"14%",-17227.8167032815,-11725.1667815385
"15%",-17097.4310948166,-11578.4704947769
"16%",-16921.7862721276,-11415.219667277
"17%",-16740.4256072747,-11242.9437628028
"18%",-16511.4122857828,-11069.3326163549
"19%",-16307.4501574737,-10886.7886738226
"20%",-16089.5343010877,-10682.5476541754
"21%",-15886.4217313483,-10446.22641491
"22%",-15724.5890389454,-10290.0200923912
"23%",-15562.477674431,-10139.1973145478
"24%",-15380.2487837504,-9913.32737192911
"25%",-15175.6238375786,-9721.17930492045
"26%",-14986.4585962334,-9508.65607291116
"27%",-14787.4498790389,-9241.77212237841
"28%",-14561.2108451772,-8815.09949215702
"29%",-14387.7497507758,-8348.97291738484
"30%",-14206.6638098304,-8036.67122219152
"31%",-14002.0784797361,-7753.86671142381
"32%",-13826.9905926226,-7543.52437429374
"33%",-13642.1655689239,-7319.7745900759
"34%",-13469.6701883148,-7077.79958767216
"35%",-13306.2582090679,-6899.67367363852
"36%",-13158.9609815512,-6746.15438501331
"37%",-13000.6770789976,-6595.7150518131
"38%",-12823.5314710602,-6463.10047660583
"39%",-12680.5288246871,-6376.46176261787
"40%",-12542.9277683069,-6230.33693843257
"41%",-12368.3668842935,-6065.19333748868
"42%",-12220.2694869378,-5883.21602399926
"43%",-12103.1064533893,-5684.206534375
"44%",-11991.2579853373,-5474.16157772135
"45%",-11868.2596604299,-5283.78493086553
"46%",-11760.160239608,-5104.4301990623
"47%",-11640.2527967255,-4906.2962680666
"48%",-11521.4293994793,-4668.59988511154
"49%",-11375.1391705838,-4426.49766262414
"50%",-11217.1342461119,-4243.87863721988
"51%",-11081.364438909,-3985.97812039604
"52%",-10934.8553530599,-3722.53613829014
"53%",-10789.9114147977,-3500.83580150481
"54%",-10671.9495115346,-3245.00216171645
"55%",-10537.7158706392,-2955.66262261888
"56%",-10390.8035216119,-2555.76940498954
"57%",-10237.1334654393,-1916.68771139475
"58%",-10099.6867189736,-1430.03281390043
"59%",-9953.77478313056,-1101.28225952819
"60%",-9774.05482931389,-796.863208566307
"61%",-9633.75084028255,-578.734429729643
"62%",-9422.62836119819,-368.979221464934
"63%",-9241.64660192989,-196.832829610191
"64%",-9072.68279660789,-26.0913502860916
"65%",-8903.04101047758,-14.0920990662298
"66%",-8737.98937987766,-10.3046334997672
"67%",-8579.49982473994,-2.29785156784799
"68%",-8430.63155283989,24.9304750136932
"69%",-8264.8640568636,82.2218911185239
"70%",-8072.22563113182,129.284537850133
"71%",-7853.71087481795,218.105065004995
"72%",-7604.8105886356,309.85234064047
"73%",-7306.97075224016,414.903664891238
"74%",-6931.88430639642,546.952707648178
"75%",-6422.79874152377,752.14079540548
"76%",-6008.3087574997,973.565363176693
"77%",-5581.69552482672,1207.98265949754
"78%",-4757.85987628064,1559.92472503257
"79%",-2703.21599295938,1895.02988289829
"80%",-1667.62174252752,2235.82293236698
"81%",-979.104345333569,2599.98076273867
"82%",-706.315601331962,2921.15119745198
"83%",-338.817994310976,3245.3766448951
"84%",-53.0217528090128,3518.94183348613
"85%",-25.1116327996356,3831.80564720057
"86%",-15.0126631685487,4229.036075608
"87%",-6.30591061359952,4634.97543997989
"88%",4.29216030352777,4975.46941707612
"89%",36.9550978188078,5352.7179395671
"90%",70.9040813009571,5686.44468803347
"91%",149.168144717269,5991.4305922391
"92%",382.261108965832,6419.93204939425
"93%",717.540813979454,7109.69087574402
"94%",1265.46226752975,7625.33983336356
"95%",2540.44819898898,8087.08960942561
"96%",3457.08638825171,8569.68717588702
"97%",4590.06296178141,9164.49418455368
"98%",5645.49623412344,9639.71369352535
"99%",6902.40175951091,10120.8291783277
