"","V1","V2"
"1%",0.0450011535262259,0.837240511880021
"2%",0.0501669671094302,0.843122862917093
"3%",0.0541468817649948,0.846651549113842
"4%",0.0562384444072099,0.849294498578581
"5%",0.0576425477199019,0.851715971775026
"6%",0.0600775773303341,0.853716517457547
"7%",0.0615790712445159,0.855113307559125
"8%",0.0628839937695462,0.856537249747384
"9%",0.0643741887921381,0.857602373165101
"10%",0.0652535565034137,0.858445954992441
"11%",0.0665115710919082,0.859272600454053
"12%",0.0670817340401147,0.860160620017557
"13%",0.068136829878639,0.861082988621164
"14%",0.0690705793059623,0.861873390419928
"15%",0.0696621864825454,0.863015135682599
"16%",0.0705487520049502,0.863692520184761
"17%",0.0716056773391827,0.864399215685587
"18%",0.0724070404685342,0.865015424703815
"19%",0.0733461051917498,0.865684385501906
"20%",0.0741830201532884,0.866425574047737
"21%",0.0750739897317552,0.867195964700896
"22%",0.0757834886180458,0.868290390511013
"23%",0.0762237954495703,0.868772917592434
"24%",0.0769787892632351,0.869326636714343
"25%",0.0776491404619244,0.869996686180832
"26%",0.0781565468889477,0.870437248144917
"27%",0.0788828877186897,0.871079091708283
"28%",0.0793826798725811,0.871746922667402
"29%",0.0800431347610523,0.87239372975391
"30%",0.080550917319951,0.873237625033435
"31%",0.081318684981964,0.873615353497847
"32%",0.08176729736328,0.87444750992862
"33%",0.0824421807456356,0.874801934934519
"34%",0.0829059818482095,0.875167949723144
"35%",0.0833233549484193,0.875582937897853
"36%",0.0837759603002258,0.876177008339436
"37%",0.084530252189813,0.876883209883099
"38%",0.0850883719218867,0.877517110711873
"39%",0.0854635714834427,0.87820417698533
"40%",0.0859985429205172,0.878659082965257
"41%",0.0864411276268623,0.879153701306601
"42%",0.0867453186835416,0.879589046268831
"43%",0.0872897208477157,0.880209444050391
"44%",0.0878613578069816,0.880667048208846
"45%",0.0882222623959315,0.881057150202868
"46%",0.088700101973505,0.881604260441811
"47%",0.0891260997050839,0.881992315277681
"48%",0.0896381359225788,0.882465958578081
"49%",0.0903029720927068,0.883119973813492
"50%",0.0907315478334234,0.883788207686471
"51%",0.0911183218771214,0.884338705027038
"52%",0.09157511247085,0.884776584283512
"53%",0.0920815952233272,0.885242858178168
"54%",0.0926111298576531,0.885543952903097
"55%",0.093319771916669,0.886292643116531
"56%",0.0938850754018414,0.886905019492273
"57%",0.0944642807311441,0.88761111884627
"58%",0.0948077912209986,0.888568791122796
"59%",0.0952515391700781,0.88906839476396
"60%",0.0959402834615208,0.889933401779139
"61%",0.0964440035174625,0.890534783996287
"62%",0.0966753087341966,0.891019100699801
"63%",0.0971607604887566,0.891487985816922
"64%",0.0977258461737081,0.892006615519932
"65%",0.098150206132071,0.892619294006161
"66%",0.0983613208561875,0.893288551589726
"67%",0.098811609007249,0.893918211803447
"68%",0.0996257832608269,0.894649292976937
"69%",0.100074099209067,0.895260045718049
"70%",0.100674334323506,0.895937381456166
"71%",0.10133952636495,0.896450769573449
"72%",0.10175082757127,0.897200462686815
"73%",0.102421281049099,0.897969113654932
"74%",0.103069426229609,0.898634809713376
"75%",0.103712393431016,0.899294791309789
"76%",0.104259906974154,0.899935728398224
"77%",0.104841559190937,0.900688341566844
"78%",0.105690546058537,0.901354117639397
"79%",0.106254296616909,0.902235429490537
"80%",0.106820958429692,0.903459850527302
"81%",0.107357372383434,0.904538737063253
"82%",0.107912016223064,0.905101646045346
"83%",0.108495588752828,0.906250719279136
"84%",0.10945271953884,0.907268971295038
"85%",0.110329129858223,0.908853222194084
"86%",0.1114798107333,0.910070779698543
"87%",0.112334950543231,0.911718004783777
"88%",0.113469320523017,0.913015116220431
"89%",0.114716996521608,0.91435200919594
"90%",0.116029534246744,0.915539270925731
"91%",0.117295786587508,0.917492909077602
"92%",0.11891655704889,0.919819545558379
"93%",0.121694913615584,0.925307018086315
"94%",0.124687294093085,0.934456253677519
"95%",0.127978013446828,1.10477430240471
"96%",0.133724108194258,1.25573984281276
"97%",0.153379186658107,1.29473868698949
"98%",0.166317957076723,1.30839475149567
"99%",0.180757941491726,1.3306580897014
