"","V1","V2"
"1%",-5040.88177102975,-48975.6350870548
"2%",-4451.00539236529,-48127.130125246
"3%",-4095.934079797,-47608.3514210672
"4%",-3705.72324003072,-47154.3643407289
"5%",-3436.78514472117,-46747.7853491039
"6%",-3214.5450278964,-46221.0473356917
"7%",-2933.95630780434,-45654.6785092853
"8%",-2691.89341928454,-45211.4321361842
"9%",-2440.70125080565,-44672.5441063939
"10%",-1990.74053511139,-44006.2102084726
"11%",-1583.22793533812,-43420.6824481347
"12%",-1129.85751334274,-43091.8765335567
"13%",-822.245857335388,-42890.6588797695
"14%",-508.155113969501,-42657.4121111694
"15%",-301.584296778221,-42379.7230506719
"16%",-162.663866415986,-42055.4824575554
"17%",-89.6815107244422,-41679.6484425166
"18%",-73.0112899118739,-41372.2245175356
"19%",-40.4810211704636,-41063.2287983213
"20%",-2.62112637641297,-40575.9133627045
"21%",4.78666864508159,-40087.4191549745
"22%",141.630233124803,-39622.7336967415
"23%",665.413953507114,-38736.4702045049
"24%",1268.40962608884,-38005.9088167649
"25%",1687.97581013418,-37291.8499696094
"26%",1968.99961515325,-35392.7892924106
"27%",2138.05219348265,-34617.5229561092
"28%",2338.21910927326,-34246.0687205968
"29%",2672.18534065747,-33941.7839879644
"30%",3281.67506976734,-33700.3990163963
"31%",3887.33664801228,-33471.3692196519
"32%",4372.73091534394,-33266.8681606473
"33%",5216.64736087937,-33073.105446033
"34%",6081.92054261586,-32909.0703139705
"35%",7316.15004130949,-32764.4942444728
"36%",8988.92666837351,-32593.0380809388
"37%",11768.0569887906,-32408.9888087679
"38%",12482.6480338117,-32229.1633298568
"39%",13185.0393636641,-32074.8797480241
"40%",14196.678892368,-31917.0817024937
"41%",15290.3492166695,-31766.9059696458
"42%",15824.8142595687,-31532.7596292645
"43%",16321.6009075197,-31319.9675438116
"44%",16796.7574789228,-31124.5353636274
"45%",17216.261265358,-30957.3979771008
"46%",17475.5822370878,-30762.8245465702
"47%",17708.4673471988,-30608.3232912534
"48%",18118.1785129123,-30409.9250850203
"49%",18681.3532320892,-30224.0572285445
"50%",19476.6915232481,-30060.8286703928
"51%",20530.372180427,-29903.1883435381
"52%",21293.8729834227,-29757.3821894736
"53%",21700.438148359,-29583.9728555783
"54%",22075.0272989382,-29388.0930104132
"55%",22464.624466911,-29151.5222731726
"56%",22855.1951396863,-28786.4798900194
"57%",23187.0734573136,-28331.3490426131
"58%",23490.2877804603,-27887.4787689528
"59%",23737.9121130829,-27149.2658736586
"60%",23934.4901211957,-25530.8537025599
"61%",24166.613454816,-24585.8605696194
"62%",24375.3606047596,-24084.8972258686
"63%",24637.6214059617,-23602.3695687536
"64%",24917.8286032434,-22628.9065145729
"65%",25157.2557256698,-21001.7698685389
"66%",25405.530574611,-19932.7605993807
"67%",25695.1855604638,-19470.7813347444
"68%",26079.1760377124,-18804.9241009481
"69%",26486.5924409682,-18141.8836590298
"70%",26982.6183861813,-17610.0842231275
"71%",27449.8991238305,-16785.1019470926
"72%",27748.0897627434,-16077.3482520001
"73%",28049.9399663603,-15594.743880373
"74%",28347.8477266487,-14557.4448629773
"75%",28667.5620170474,-13684.9130886522
"76%",29146.8202082903,-13115.1563583481
"77%",30023.3328353793,-12676.1424041072
"78%",31826.9476706682,-12362.9187895842
"79%",33027.5799673829,-11994.1852808156
"80%",33424.4821265152,-11308.2070666202
"81%",34107.3318026685,-10733.8752723115
"82%",34930.1718404091,-9744.04793422619
"83%",35542.0166663023,-7539.86610315073
"84%",36188.0749776007,-6475.49693806732
"85%",36603.7728714428,-5090.42591268808
"86%",36981.944334322,-2723.14265749029
"87%",37246.542230439,-2098.97374163451
"88%",37588.3373357709,-944.534716629152
"89%",37945.1954531654,-426.721598399403
"90%",38342.3344200363,-117.157082084138
"91%",38749.2832510977,-15.857488183429
"92%",39212.5133284319,2.97702413590982
"93%",39586.9866121788,7.65831631785239
"94%",40024.0169359684,20.8775277571256
"95%",40580.543384283,38.5061050674961
"96%",41089.638504465,86.9876351133074
"97%",41844.8657572189,349.118193131544
"98%",42680.032386244,512.398661046622
"99%",43577.6153174486,1106.71985270327
