"","V1","V2"
"1%",-26259.1360068681,-26508.6010178581
"2%",-25692.277762254,-25976.1750884817
"3%",-25336.3680210009,-25507.086214824
"4%",-25058.0762956388,-24984.1844617786
"5%",-24717.6466217283,-24545.9823022441
"6%",-24384.1631221142,-24228.0092371279
"7%",-23930.4691208602,-23916.504659136
"8%",-23579.2820445501,-23514.7261692666
"9%",-23204.8105135037,-23138.480124629
"10%",-22952.279532424,-22785.0292430503
"11%",-22695.8021892396,-22354.0072210155
"12%",-22376.6885989939,-21981.6322630852
"13%",-22048.9394685587,-21412.7144747138
"14%",-21705.9769743711,-20321.6651705228
"15%",-21378.9512660411,-19196.5245673451
"16%",-21091.8817759565,-17289.484446093
"17%",-20878.5577055048,-16774.7620397167
"18%",-20651.3589219786,-16400.3336970348
"19%",-20473.0034732896,-16114.0214385805
"20%",-20312.8675905683,-15878.310487698
"21%",-20157.0934551964,-15590.1866079215
"22%",-20023.5733059463,-15347.6993875449
"23%",-19889.2009819645,-15111.7953265376
"24%",-19734.6030014476,-14870.0949809216
"25%",-19575.4050862374,-14676.8025255845
"26%",-19429.8715837365,-14480.0591826016
"27%",-19291.8668465146,-14276.4420775587
"28%",-19134.0190499441,-14085.8065513881
"29%",-18990.5682982008,-13909.3861419027
"30%",-18809.0918893045,-13734.0429682486
"31%",-18601.9366332337,-13518.015366111
"32%",-18415.6648602368,-13327.9797460765
"33%",-18240.6351041006,-13115.6965736805
"34%",-18058.6750285035,-12796.8321926704
"35%",-17886.7555581789,-12439.2006387445
"36%",-17688.7421030701,-12092.7179798473
"37%",-17500.4852448773,-11609.0549668418
"38%",-17322.0547081986,-11058.9993326662
"39%",-17137.5969907079,-10313.014032997
"40%",-16930.8822154674,-9713.79182508895
"41%",-16694.4784252571,-9265.55372482485
"42%",-16492.3103998877,-8945.98613140905
"43%",-16271.6776098794,-8648.80744022105
"44%",-16069.9433571468,-8322.89843833984
"45%",-15855.4679825999,-8016.77314063715
"46%",-15682.6492185798,-7720.44137562531
"47%",-15472.6955232574,-7324.8288775098
"48%",-15290.2742963077,-6977.07996128806
"49%",-15055.8495146507,-6733.13739505978
"50%",-14814.2293742598,-6532.8217934595
"51%",-14548.4405212399,-6322.29987700795
"52%",-14174.0297718926,-6107.04543310354
"53%",-13542.2861534497,-5934.76468326122
"54%",-13151.170012093,-5730.71557507357
"55%",-12803.9935679489,-5557.92869789115
"56%",-12581.3754035918,-5352.05384741146
"57%",-12355.5814135424,-5147.28132042294
"58%",-12093.3865655886,-4880.19468782089
"59%",-11843.665734043,-4620.96334518197
"60%",-11612.7721570703,-4413.69407518174
"61%",-11371.6078529566,-4213.95620512751
"62%",-11165.012462109,-3999.18969759506
"63%",-10967.171937744,-3791.54322440314
"64%",-10768.5053174212,-3561.55953079845
"65%",-10541.0640561546,-3303.89519562921
"66%",-10256.9793698103,-3011.97624801641
"67%",-10034.3436019478,-2736.13656862412
"68%",-9817.08000794151,-2452.68375968268
"69%",-9654.49432305416,-2139.70587132016
"70%",-9461.09212492922,-1807.76325610252
"71%",-9228.00446305928,-1466.92025828844
"72%",-8984.70494050469,-1073.82283419893
"73%",-8694.74138050966,-801.641356962557
"74%",-8403.22861447489,-588.807935367645
"75%",-7998.19989484083,-406.098236467435
"76%",-7452.29788839159,-247.218268597919
"77%",-6760.69038777608,-107.03532883985
"78%",-6160.73618411461,-30.7051063442681
"79%",-5647.13098890308,-5.13605783825483
"80%",-5173.17703670568,3.84213181276594
"81%",-4752.26354115318,9.72405794467694
"82%",-4212.38493959982,18.4651776539277
"83%",-3920.67388017916,79.8159682948945
"84%",-3570.27788045584,305.185123300985
"85%",-3304.66764592092,549.449524320782
"86%",-3026.14231929626,740.761748604882
"87%",-2782.96561984457,961.73202766379
"88%",-2572.7907414748,1231.76116594183
"89%",-2282.10446149747,1578.65077442374
"90%",-1855.24622896818,1922.29598529806
"91%",-1424.94225348431,2242.31583969141
"92%",-1023.13709476273,2626.31174035902
"93%",-625.306984582857,2935.74352436646
"94%",-314.998447459841,3255.31897480311
"95%",-147.002131554899,3790.48231003052
"96%",-79.3146138326096,4272.60781699878
"97%",-23.2525312785746,4893.18256874673
"98%",-9.68517664173001,5352.42110013312
"99%",-3.06689984470049,5861.14651242883
