"","V1","V2"
"1%",-492.911795058072,-42563.9059603692
"2%",-347.146091737141,-42208.4112050521
"3%",-133.357291350176,-41807.7739141302
"4%",-24.0166817403313,-41543.1156348641
"5%",-11.1294775953963,-41121.0489607384
"6%",-0.505970367099,-40622.9749253048
"7%",5.26150350764317,-40199.920397485
"8%",11.5921602240513,-39822.598378512
"9%",267.18329562139,-39529.4502989043
"10%",857.617476309423,-39204.0559224225
"11%",1528.13012112493,-38884.4789378317
"12%",2494.17962194351,-38509.1423044423
"13%",3148.51993530254,-38030.8061582915
"14%",5180.05487533981,-37410.6002394143
"15%",8250.50152560256,-36343.309739363
"16%",9045.80325444669,-34783.7607425106
"17%",10118.3360611031,-33582.6825671886
"18%",12948.5788123923,-32068.1156071775
"19%",13905.2708147246,-31493.1791782901
"20%",14456.329736986,-30875.2373148415
"21%",14904.4618733913,-30034.3294119291
"22%",15291.8213955664,-28122.5428601736
"23%",15584.2124554973,-26631.3426079848
"24%",15861.301610465,-25981.98499053
"25%",16090.7420876356,-25446.4511921289
"26%",16350.9203492544,-24221.6674172286
"27%",16647.6223211477,-22621.888916115
"28%",16986.73146768,-21376.9222384336
"29%",17371.7471948786,-20380.2506017387
"30%",17735.4599221136,-19763.2136182273
"31%",18171.9318909577,-19238.6716884068
"32%",18502.2089768038,-18721.8394266784
"33%",18738.0289646602,-18389.3947344907
"34%",18995.8730989952,-18101.4639874005
"35%",19206.5285558701,-17815.4818591652
"36%",19469.5761848172,-17432.1436184647
"37%",19721.8616252033,-17062.3941700266
"38%",19964.5986348747,-16642.1637182274
"39%",20307.5252778096,-16056.1354961805
"40%",20759.2439482396,-14801.105668633
"41%",21282.6886412369,-14332.1342156355
"42%",21659.0043735654,-13779.7356028623
"43%",21926.4538694297,-12600.6649304958
"44%",22144.8456707131,-11798.8921426566
"45%",22384.3553500574,-10681.6606751964
"46%",22575.9967628917,-10145.5295267195
"47%",22759.5766929169,-9604.76008953137
"48%",22934.4045024208,-8991.2923290596
"49%",23101.3974894323,-8411.86817303666
"50%",23253.580320052,-7865.28909165285
"51%",23413.0353001454,-7425.52125239025
"52%",23573.902029439,-6849.0956059763
"53%",23755.3931010406,-6476.19546207307
"54%",23949.3122019326,-6181.66205462535
"55%",24157.7877758303,-5950.76933665784
"56%",24392.9865687089,-5712.96357543831
"57%",24633.6646741309,-5425.76134505283
"58%",24860.4695920553,-5175.65580238089
"59%",25093.800789262,-4964.50167100846
"60%",25268.5606443162,-4787.91699677121
"61%",25439.2318862588,-4623.21798387257
"62%",25600.4336959105,-4463.9541318986
"63%",25754.1218993425,-4285.95122898841
"64%",25865.3936456099,-4104.46167554643
"65%",25977.4331410984,-3928.87468458241
"66%",26102.2887249828,-3769.23749837419
"67%",26233.3722027353,-3630.10310421314
"68%",26380.738090395,-3479.31136541775
"69%",26514.6976092478,-3328.04605724713
"70%",26644.7615550492,-3155.34743170417
"71%",26794.9899427148,-2954.335846424
"72%",26944.4149999019,-2811.87824925668
"73%",27067.3223119888,-2658.66465414499
"74%",27205.325132218,-2506.19408527944
"75%",27378.0830618097,-2336.94827393801
"76%",27548.6441289154,-2167.65421203714
"77%",27718.8491527307,-2005.05522002026
"78%",27900.1755947601,-1767.10340749573
"79%",28095.6188024283,-1588.34636032704
"80%",28256.2687191138,-1403.70433495449
"81%",28474.2323211319,-1225.91975163946
"82%",28678.2610909579,-1100.63146194592
"83%",28902.2616921553,-971.639046462298
"84%",29110.7198886771,-860.948017573577
"85%",29353.0526331275,-727.738136265319
"86%",29592.1891937838,-622.679696431517
"87%",29819.0628865977,-480.132064535017
"88%",30024.3683056525,-325.396982124842
"89%",30203.9581786543,-197.461630403229
"90%",30385.8688340385,-121.991266055413
"91%",30555.3973661147,-47.3995656782159
"92%",30754.2714242478,-12.2791838435198
"93%",30929.2833790776,-1.38214629829871
"94%",31144.4623452257,5.75875840515978
"95%",31341.5314228904,16.6336517960985
"96%",31578.3110810278,42.4593885547412
"97%",31917.9348825928,159.851884263243
"98%",32661.9510241132,434.968176163471
"99%",33820.7295733885,853.941556553327
