"","V1","V2"
"1%",-11196.9894450284,-257.038236668754
"2%",-10296.2927468217,-91.0720177131266
"3%",-9927.50772055251,-50.8763778822504
"4%",-9416.17459740197,-25.334801493625
"5%",-8375.3420218738,-1.28918657225915
"6%",-7675.29915713457,3.88404087879972
"7%",-6867.57595064408,13.1873970854896
"8%",-6285.03438331631,47.2593464398557
"9%",-5844.67104258308,321.613036685784
"10%",-5255.36531456609,7611.78305601784
"11%",-4179.93843891147,8803.32664534318
"12%",-3176.03905415024,9143.44412638905
"13%",-2187.10779326928,9461.46405902713
"14%",-604.599797525804,9843.30921887787
"15%",-36.8142378452133,10352.793320065
"16%",11.0676047216236,11291.4049872981
"17%",20.7565846827825,12458.0247519592
"18%",29.3935576504057,13146.9813884006
"19%",45.2221172790096,13785.7595305792
"20%",69.7137049399837,14271.344234198
"21%",127.456197734225,14933.5383363685
"22%",269.270979155124,15844.8695141794
"23%",617.160706696372,17496.3071646463
"24%",4853.68475271455,21211.1391595726
"25%",6581.5239204608,23397.4296270904
"26%",7209.71595255121,25075.4785546525
"27%",7566.46717420688,25677.1453914272
"28%",7935.806442053,26485.7041910006
"29%",8206.71743437274,27366.3569048401
"30%",8453.13244159712,30668.0994920128
"31%",8706.87813206119,34097.144672811
"32%",8982.21595335439,35927.1082641307
"33%",9292.2697304398,36626.0283764683
"34%",9506.93831006569,36985.6862736912
"35%",9729.10766863897,37350.1725978667
"36%",9963.83602255567,37656.6324615014
"37%",10187.0556804681,38023.3472078758
"38%",10426.8022731898,38424.2570304703
"39%",10764.4123935874,38773.314957918
"40%",11204.8022208963,39028.3947265151
"41%",11810.1740854501,39213.2832520157
"42%",12448.8080814951,39414.2496407739
"43%",12964.7575116614,39586.4911915935
"44%",13355.9884685214,39737.8704877944
"45%",13727.9296279101,39931.1111621574
"46%",14077.6280353441,40107.6974449993
"47%",14458.6795134036,40315.9169792356
"48%",14846.4889357066,40530.9445517948
"49%",15159.8225145039,40861.1012598645
"50%",15425.1561644913,41237.159730198
"51%",15641.7525980682,41547.2082464615
"52%",15816.013902388,41829.7479019508
"53%",15957.0647395675,42041.4298448038
"54%",16149.4090899989,42213.9450909428
"55%",16317.889203648,42351.972068999
"56%",16506.4987125799,42466.4353051177
"57%",16691.1503200646,42577.2398363352
"58%",16868.6399726372,42673.6401024066
"59%",17071.839723294,42761.0347265806
"60%",17291.5489257787,42852.9723709708
"61%",17529.6261579717,42940.3096340544
"62%",17730.9561120449,43033.7208959981
"63%",18014.3143937136,43113.5988204959
"64%",18186.7337906412,43190.1754958212
"65%",18356.2571913831,43269.8599021105
"66%",18543.0640813463,43352.8612514711
"67%",18703.8446401116,43436.9220847132
"68%",18840.0114082793,43526.7649409595
"69%",18981.9915726243,43634.3274227422
"70%",19124.8564842258,43752.9278587626
"71%",19255.5340852134,43854.5112596027
"72%",19434.4963817082,43981.6543057006
"73%",19639.2451122972,44096.8443226774
"74%",19888.5371042632,44227.0095478088
"75%",20141.3089212732,44353.333725992
"76%",20365.4089021526,44461.1694118443
"77%",20600.1410181389,44586.6576094023
"78%",20759.6283356955,44714.5365408238
"79%",20911.4767992948,44845.225594892
"80%",21143.6353796166,44996.7033277655
"81%",21330.5336327545,45180.6881204021
"82%",21521.2555422943,45381.3571770699
"83%",21697.8180858849,45565.9698408972
"84%",21876.370641648,45787.8589009445
"85%",22018.7471431995,45992.1147101793
"86%",22189.1919379025,46211.9508451052
"87%",22365.2246634133,46427.7627040344
"88%",22550.8681107539,46657.0212734437
"89%",22775.4896334937,46894.2346223557
"90%",23077.3151449916,47173.4502086337
"91%",23510.8925082748,47466.7359418352
"92%",24051.4607893455,47704.9411104836
"93%",24578.5966324592,47924.2044672145
"94%",24989.4166294957,48178.3237823531
"95%",25284.0101155538,48490.4940646957
"96%",25566.6888851263,48771.8216246225
"97%",25809.5496241377,49034.3378867173
"98%",26125.6072084997,49387.8426178056
"99%",26822.3506644774,49986.6746432301
