"","V1","V2"
"1%",-109.281632449917,-90.907388061218
"2%",-75.2872541360983,-50.4480067264972
"3%",-24.7537563947551,-12.5711271376522
"4%",-3.63357214167531,-0.457761217867726
"5%",5.29174760725534,8.7179404738269
"6%",11.3873678674549,69.0129241778857
"7%",90.1553378136568,171.323953747708
"8%",532.157867259781,549.021980037576
"9%",2242.2936186219,885.820387263999
"10%",4345.13077747844,1372.35795230782
"11%",5317.99323435706,1996.97265492996
"12%",5916.99800117452,2446.46997734351
"13%",6264.43050360659,2851.90453158017
"14%",6627.76570478899,3288.33560893427
"15%",7066.55606186487,3647.69910230258
"16%",8238.90742494234,3934.58710974839
"17%",8941.77005967469,4186.93056969408
"18%",9568.18679030883,4430.9885800252
"19%",10065.7254567458,4684.14758465972
"20%",10586.7469144586,4950.13920900196
"21%",11033.354957598,5315.06178640615
"22%",11400.6125296376,5677.25384212184
"23%",11758.9002592021,6438.07104705308
"24%",12090.1528876406,7373.14069722283
"25%",12425.1776530792,8713.46577022725
"26%",12691.656434163,9691.87283493136
"27%",12969.9274888378,10715.3980026814
"28%",13240.7674871711,11158.5760679777
"29%",13631.4299637635,11617.1274242854
"30%",13993.1998734376,12565.7447209534
"31%",14337.4910946956,14459.5618490262
"32%",14667.9767281585,15908.2758078712
"33%",14979.9144876551,19128.9115256681
"34%",15349.9558223494,20390.3423683955
"35%",15755.9693737008,22248.384510929
"36%",16145.1658729779,25480.0261293823
"37%",16454.1326872361,26307.8065564124
"38%",16716.2010275494,28048.0060749623
"39%",16993.8705395236,30274.8592849295
"40%",17212.5993596849,31832.4759783333
"41%",17489.9688408601,32362.8438539834
"42%",17723.7488692319,32756.3289125181
"43%",17906.722505922,33133.5364271744
"44%",18140.8212915337,33394.4060097049
"45%",18424.3249591061,33637.7046545663
"46%",18777.4071136424,33903.3427871473
"47%",19144.2806163554,34136.0724168307
"48%",19460.2579049324,34364.6027616981
"49%",19712.9358317234,34684.4295044474
"50%",20022.4480002653,34997.0212077681
"51%",20366.5745042042,35287.6168262211
"52%",20738.6140503032,35567.342673047
"53%",21110.1260541493,35880.9335320808
"54%",21398.5140958481,36345.2997419792
"55%",21655.8409165812,36969.0561410214
"56%",21956.2574233896,37468.8326537289
"57%",22223.1572353722,37913.5978948945
"58%",22596.081542031,38352.6755029463
"59%",23047.0923059484,38805.6890867169
"60%",23483.6254304932,39171.2362485961
"61%",24023.7150622464,39537.7189576748
"62%",24510.4076324564,39993.0582280259
"63%",25011.4886444593,40564.5422053064
"64%",25392.5248026681,40990.0392612731
"65%",25699.2720489292,41570.9738808647
"66%",26028.7459272164,42544.1436813083
"67%",26551.5588094789,43366.4675878367
"68%",26977.6389687034,44364.1623340631
"69%",27273.0981598675,45140.4043161284
"70%",27483.0942897979,45468.0381998767
"71%",27660.059013499,45706.5492446286
"72%",27820.7541430661,45951.4520217932
"73%",27993.4860468039,46165.2185437627
"74%",28167.559811863,46488.1928387378
"75%",28330.7968299494,46870.0309867984
"76%",28542.3072768297,47311.7356668684
"77%",28726.3119366021,47738.3397928233
"78%",28961.7048353665,48011.5161801354
"79%",29149.2441957853,48243.6207859313
"80%",29373.8047420648,48456.7365394318
"81%",29611.8143694535,48628.4029336461
"82%",29885.8866113857,48862.5499981908
"83%",30125.0433148591,49093.7982415327
"84%",30381.0274968989,49307.2179871028
"85%",30658.881521057,49495.2159308725
"86%",30860.5345134001,49688.5286723528
"87%",31086.8623488491,49859.7299030883
"88%",31330.8361730898,50039.8889527178
"89%",31606.8778110613,50245.005468732
"90%",31892.6914643076,50499.330317072
"91%",32324.8858204137,51014.3644980474
"92%",32709.9082578726,51792.9522328496
"93%",33119.6265724752,52468.5077070722
"94%",33670.3668087253,53082.6028291305
"95%",34235.9896272996,53499.1293267987
"96%",34612.9353791534,53909.5599748164
"97%",34912.2771858058,54350.9961847601
"98%",35253.7488981751,54865.1577631084
"99%",35671.6889730916,55385.6016507161
