"","V1","V2"
"1%",-17440.7047902726,-61154.3182598679
"2%",-16956.8608775902,-60719.8823244865
"3%",-16619.2538559841,-60321.8249902672
"4%",-16094.5584239941,-59917.3302987622
"5%",-15565.9988001703,-59519.5532605251
"6%",-15191.4998856076,-59065.0704403347
"7%",-14845.6864336952,-58460.2349047388
"8%",-14432.0907523659,-58057.0650570894
"9%",-14139.8471662063,-57460.882205607
"10%",-13854.4315504096,-56692.9506296337
"11%",-13614.2592346894,-55337.6801907441
"12%",-13336.158210199,-54421.897532146
"13%",-13034.8998528961,-53986.504986322
"14%",-12748.0721745593,-53553.8653373692
"15%",-12419.4203275519,-52747.8536668094
"16%",-12088.3058035605,-52320.2914072284
"17%",-11762.1370502035,-51877.9467921192
"18%",-11507.3734029768,-51397.0425970213
"19%",-11241.2347224747,-50931.7800487034
"20%",-11014.3292050014,-50376.0756153511
"21%",-10813.8533914883,-49897.9001682854
"22%",-10573.8879222023,-49333.0806254062
"23%",-10349.5597354891,-48776.8712376122
"24%",-10135.908219719,-48170.6233660632
"25%",-9866.43110071718,-47742.1265690088
"26%",-9667.04591666527,-47155.8455525189
"27%",-9456.46644485902,-46640.5609931633
"28%",-9288.55940384146,-45955.4231965832
"29%",-9123.84537475699,-45364.1602599576
"30%",-8992.13388521857,-44900.4138451536
"31%",-8863.03206093166,-44444.4083080063
"32%",-8730.42315513306,-44011.515769576
"33%",-8635.01552338926,-43402.0285737987
"34%",-8530.54137806062,-43111.0906533311
"35%",-8423.88392664124,-42850.8866234559
"36%",-8319.50214360077,-42653.3503883702
"37%",-8201.38033707233,-42458.4124118081
"38%",-8091.21971150826,-42262.5526705325
"39%",-7980.7922041777,-42046.4266892211
"40%",-7872.81830050189,-41879.8998326822
"41%",-7766.40408181039,-41703.8692733578
"42%",-7638.20230647357,-41491.9899094548
"43%",-7499.04492466881,-41287.8867296979
"44%",-7370.24330904065,-41095.7325921749
"45%",-7200.57127244945,-40891.0875621915
"46%",-7055.34895099989,-40666.5428351405
"47%",-6907.21763603682,-40307.3043919757
"48%",-6761.58230867636,-39962.5179861656
"49%",-6630.92925405883,-39489.3540977478
"50%",-6508.97613791405,-37578.5614487326
"51%",-6376.25968962153,-33748.984117602
"52%",-6244.7679582589,-32880.1560743066
"53%",-6130.62054603217,-32427.2767789052
"54%",-5995.13650795152,-32112.2780192591
"55%",-5854.62844704056,-31856.0428493114
"56%",-5725.74842894396,-31569.0395674569
"57%",-5590.1554030949,-31288.7861561218
"58%",-5428.43653776315,-31014.9654359073
"59%",-5274.71623857648,-30701.0424811239
"60%",-5083.2265753221,-30055.5575065608
"61%",-4930.66343892091,-29483.9900085234
"62%",-4741.85517522486,-28845.7373308686
"63%",-4544.46087586725,-28403.6660700414
"64%",-4369.42669119905,-28012.8856336523
"65%",-4215.81305499653,-27578.2557948364
"66%",-4021.019715696,-27053.4318957282
"67%",-3834.67118421036,-26416.634069746
"68%",-3632.56118090123,-25568.1241955979
"69%",-3470.42865748329,-24766.6411799273
"70%",-3251.24735523349,-24195.0410709097
"71%",-3054.94951754716,-23344.5488246647
"72%",-2865.53118708316,-17035.769576547
"73%",-2664.3170122068,-15513.1785429585
"74%",-2485.73144087843,-13416.2002222887
"75%",-2290.17618551598,-12183.5934111313
"76%",-2080.10311995616,-10557.4424240287
"77%",-1903.47078463479,-7598.12715474966
"78%",-1705.95532315659,-5209.01604694512
"79%",-1511.92564351295,-4550.12758317308
"80%",-1310.53042776386,-3884.44543835496
"81%",-1111.64634173549,-3503.96015205276
"82%",-740.215533397388,-3231.39585462342
"83%",-469.391517189225,-2901.62832423073
"84%",-319.824803004334,-2607.95615789324
"85%",-187.302308909441,-2271.13894203392
"86%",-66.653099914621,-1755.28732034113
"87%",-18.98157911544,-1394.00275634014
"88%",-9.39486180329233,-1045.32744532462
"89%",-3.36067084546132,-582.528474455127
"90%",9.43722328624833,-260.959182163586
"91%",53.6034303364633,-54.7332098382363
"92%",106.391751859747,-30.2386163656027
"93%",237.559545659673,-4.93753945796534
"94%",385.621568382386,-0.176980339532395
"95%",600.901305116072,4.28949925945213
"96%",1177.89416853226,23.5565843446267
"97%",3195.25961057055,54.3146460807607
"98%",3978.05004781216,257.070787631209
"99%",5397.77082419083,631.474925254126
