"","V1","V2"
"1%",-0.767624295265164,-0.730169286453415
"2%",-0.694741248640764,-0.705658738671359
"3%",-0.655895114872151,-0.684518297071068
"4%",-0.606657701616281,-0.666803187721273
"5%",-0.56356408564753,-0.631229557881189
"6%",-0.446493768189003,-0.497581509275255
"7%",-0.320387719715205,-0.355936681348764
"8%",-0.314689838196123,-0.348922978828818
"9%",-0.311812242922471,-0.345544665059106
"10%",-0.309824486269094,-0.343192027980326
"11%",-0.3079992133385,-0.341633632979434
"12%",-0.306631161344194,-0.340055421889317
"13%",-0.304943900193858,-0.339039832414282
"14%",-0.304007403863936,-0.337826996432935
"15%",-0.302900054960024,-0.336932283063138
"16%",-0.302055809458078,-0.336037673579288
"17%",-0.300904633551097,-0.335219864700874
"18%",-0.30033213159419,-0.334391077962069
"19%",-0.299644926371494,-0.333672979299139
"20%",-0.298891676984528,-0.333189891757612
"21%",-0.297961004879911,-0.332392855963542
"22%",-0.297199628558052,-0.331788075503702
"23%",-0.296656738726112,-0.330990066175753
"24%",-0.296000871634252,-0.330483022458009
"25%",-0.295400363597342,-0.329791913648972
"26%",-0.294791086740095,-0.329101376120103
"27%",-0.294184462682731,-0.328453401325782
"28%",-0.293689443846192,-0.328007116982705
"29%",-0.293012145084608,-0.327426032265727
"30%",-0.292489935423202,-0.326969922354321
"31%",-0.292039033032091,-0.326573757220688
"32%",-0.29143106437366,-0.326115495617482
"33%",-0.290777604193428,-0.325599836751433
"34%",-0.29034717307974,-0.325157427171974
"35%",-0.289863876233927,-0.324698492119568
"36%",-0.289349120331294,-0.324326187596027
"37%",-0.288976196417653,-0.323823612039048
"38%",-0.288513195309475,-0.323472483295603
"39%",-0.288103155033258,-0.323030060545876
"40%",-0.287674204892748,-0.322559743205944
"41%",-0.287166276272469,-0.322001707065248
"42%",-0.286751031950339,-0.321710167385204
"43%",-0.286309163345487,-0.321181610471022
"44%",-0.285747606447411,-0.32068707837422
"45%",-0.285350415963928,-0.320192568985359
"46%",-0.284794055514031,-0.319730898340568
"47%",-0.284401259539018,-0.319373257318675
"48%",-0.284031281884775,-0.319030876929753
"49%",-0.283747622421116,-0.318776267770836
"50%",-0.283220604876495,-0.318415365912671
"51%",-0.28271568854173,-0.317944692887171
"52%",-0.282393903961429,-0.317606055404379
"53%",-0.28199341947169,-0.317267663740107
"54%",-0.281683936761092,-0.31694140393048
"55%",-0.281273963153152,-0.316499518728109
"56%",-0.281033653310691,-0.316082826597004
"57%",-0.280659446852727,-0.315706721975278
"58%",-0.28033223480694,-0.315327176389305
"59%",-0.279938138946405,-0.314939700016786
"60%",-0.279472567193719,-0.314606023395882
"61%",-0.279058612359359,-0.314145018973158
"62%",-0.278650056366558,-0.31369094179654
"63%",-0.278129519440346,-0.313426283796119
"64%",-0.277639302399806,-0.312862774641854
"65%",-0.277174901877585,-0.31229976353663
"66%",-0.276756905879131,-0.312031021277437
"67%",-0.276292037339267,-0.311703419694095
"68%",-0.275987665439185,-0.311192501814441
"69%",-0.275576200898628,-0.310662889429489
"70%",-0.27516147528745,-0.310313112050773
"71%",-0.274663680834176,-0.3098637643717
"72%",-0.274202185445695,-0.309490588043055
"73%",-0.273717875194517,-0.309081251558031
"74%",-0.273268331393566,-0.308683271510914
"75%",-0.272820385130472,-0.308226507574607
"76%",-0.272385658421214,-0.307666489631069
"77%",-0.271926145875632,-0.30717215290947
"78%",-0.271347489512947,-0.306730799073993
"79%",-0.270808793788851,-0.306184497101232
"80%",-0.270151547689067,-0.305622265711883
"81%",-0.26953583645686,-0.304938795220614
"82%",-0.269102291326032,-0.304438816611511
"83%",-0.268469017935156,-0.304035914085147
"84%",-0.267696170103076,-0.303485636058875
"85%",-0.266931614579409,-0.30296201951133
"86%",-0.266173407206889,-0.30224740013656
"87%",-0.26556253538219,-0.301409756844475
"88%",-0.264600746989003,-0.301029700208083
"89%",-0.264022001592422,-0.3000617886783
"90%",-0.263438812142997,-0.299370776463102
"91%",-0.262772956583698,-0.298615015262611
"92%",-0.261842692421419,-0.297516760567557
"93%",-0.260745147086262,-0.296701200655608
"94%",-0.259520600517182,-0.295599455397534
"95%",-0.258389820883753,-0.294318780454822
"96%",-0.256778568815564,-0.293356994030856
"97%",-0.254558029256495,-0.291830745911866
"98%",-0.252209039331361,-0.289356495108281
"99%",-0.248850644319513,-0.285196360190522
