"","V1","V2"
"1%",0.0236396898624848,0.382951596348067
"2%",0.0279106249489295,0.386621807589671
"3%",0.0310873330648546,0.389237472147477
"4%",0.0332382843924473,0.391074577867911
"5%",0.034659995243993,0.392209633391953
"6%",0.0359624931530328,0.393962353982186
"7%",0.0370996234247428,0.395241886115858
"8%",0.0381788116683381,0.396503083823718
"9%",0.0388345864704381,0.397221081795347
"10%",0.0398701808850375,0.398198845632506
"11%",0.0408007022519488,0.399165462321135
"12%",0.0413917465540476,0.400140151864872
"13%",0.0420177120911484,0.401228453586627
"14%",0.0426640293784624,0.402004805084152
"15%",0.0433074477541539,0.402742990898838
"16%",0.0437241217544244,0.403185585123406
"17%",0.044221011027266,0.403810511610969
"18%",0.0448314563427826,0.404296233708918
"19%",0.0455040531830737,0.404979514325712
"20%",0.0460788534138729,0.405559942928617
"21%",0.0467003357481289,0.406072755618581
"22%",0.0473573576332216,0.40656148446723
"23%",0.0478004328289337,0.40716769091124
"24%",0.0482105598529709,0.407885257753354
"25%",0.0486457699206916,0.408437671209134
"26%",0.0492019870368023,0.408913627823201
"27%",0.0496032190998814,0.409316050890842
"28%",0.0501471311305005,0.409694621451693
"29%",0.0505359852963547,0.410289546268758
"30%",0.0509933844338208,0.410878104289519
"31%",0.0513550289604981,0.411240713589629
"32%",0.0518189011214891,0.411741632432776
"33%",0.0522234799178041,0.412273946838449
"34%",0.0526486183327584,0.41269778994228
"35%",0.0530198202525476,0.413104161295369
"36%",0.0535699376006649,0.413409640115667
"37%",0.0539389788293669,0.41389720655054
"38%",0.054425172498326,0.414335102836772
"39%",0.0549120080145929,0.414837858931088
"40%",0.0554218868054834,0.415213530537232
"41%",0.055795613457375,0.415670065456508
"42%",0.0560450233076373,0.416149202783327
"43%",0.0565102924499125,0.416617200092339
"44%",0.0569715963173896,0.417016208530053
"45%",0.0573326967150839,0.417564481826949
"46%",0.0577234857062118,0.418010791480369
"47%",0.0581243495697035,0.41830208837024
"48%",0.0585763111518901,0.418612032421159
"49%",0.058904398659817,0.418928459990691
"50%",0.0592382819555312,0.41949803785763
"51%",0.059603952181365,0.420005557081612
"52%",0.0600619392546463,0.42051130994611
"53%",0.0605775696272905,0.42073226713765
"54%",0.0609446204286736,0.421250984625473
"55%",0.0613526333080572,0.421757036765547
"56%",0.0618540386662815,0.422178777432654
"57%",0.0622950999627811,0.422591862790167
"58%",0.0628187616833313,0.423023174393782
"59%",0.0632673311521173,0.423427446726408
"60%",0.0636421820851221,0.424070773666806
"61%",0.0641762858529965,0.424625706463802
"62%",0.0645647143768245,0.424891169476024
"63%",0.0649903584141276,0.42533627402445
"64%",0.0655684400807186,0.425902044798899
"65%",0.0659279548251982,0.426350357161334
"66%",0.0664551474670297,0.426796702280354
"67%",0.0668869189385716,0.427349110051902
"68%",0.0674848410318999,0.427779939287541
"69%",0.0678405249860418,0.428168082074398
"70%",0.0682820920425115,0.428613750320378
"71%",0.0687351463222992,0.42901249098851
"72%",0.0693024477696986,0.4294882375866
"73%",0.0696939046359305,0.429986455920621
"74%",0.0703291971325279,0.430759655920791
"75%",0.0709685631839866,0.431158716666933
"76%",0.0713662330950925,0.431739639687686
"77%",0.0718280704157712,0.432342462067206
"78%",0.0723825495249689,0.433041134572244
"79%",0.0730782259623703,0.433564190475266
"80%",0.073818988602983,0.434274591949648
"81%",0.0745385393627143,0.434988777910264
"82%",0.0751754541464283,0.435723579977647
"83%",0.0756430592156621,0.436618440572393
"84%",0.0761955902590383,0.437613116509856
"85%",0.0769949134062067,0.438602556721214
"86%",0.0777177718115365,0.43963390851315
"87%",0.078362664388332,0.440743433279962
"88%",0.0791783025059003,0.442001194331463
"89%",0.0806452762528494,0.443585347370311
"90%",0.0806452762528494,0.445368015586134
"91%",0.0808986752857583,0.447180271875912
"92%",0.0822641678461736,0.450522626946933
"93%",0.0836116502824248,0.456396995052351
"94%",0.085482207866971,0.639333832100716
"95%",0.0872653615073673,0.796289394052533
"96%",0.0899714082156472,0.812464787353349
"97%",0.0950669535923212,0.812727411097427
"98%",0.0986527597568713,0.869739008482386
"99%",0.109177434222816,0.933975718667467
