"","V1","V2"
"1%",-0.374874332240204,-0.391706002700315
"2%",-0.371359270743842,-0.347445103610397
"3%",-0.359986370590087,-0.32022854723331
"4%",-0.346418603333233,-0.309764567995461
"5%",-0.311883321239125,-0.286993089346972
"6%",-0.28553124891693,-0.255786395684811
"7%",-0.269012558090132,-0.236456109213147
"8%",-0.238998076565637,-0.213659899214426
"9%",-0.225095026008907,-0.207849775606284
"10%",-0.220906674157029,-0.205234933598019
"11%",-0.219047424451342,-0.202494279203799
"12%",-0.217373785377432,-0.20071846078623
"13%",-0.216136533457065,-0.199397608236998
"14%",-0.215041101926596,-0.198090983872939
"15%",-0.213345157678405,-0.19699127254741
"16%",-0.212004984670689,-0.195828589098985
"17%",-0.210971203579581,-0.1950318852653
"18%",-0.210116819403746,-0.193888231352207
"19%",-0.209282733083201,-0.192991899404227
"20%",-0.208572903527845,-0.192427914887885
"21%",-0.207724382640385,-0.191938863184732
"22%",-0.206737461253402,-0.191333755101076
"23%",-0.2059590161718,-0.190511036662062
"24%",-0.20545203656635,-0.189793930851643
"25%",-0.204947696492519,-0.189284532709477
"26%",-0.204312706995294,-0.188755666414879
"27%",-0.203694333122007,-0.188180996565055
"28%",-0.203177782973244,-0.187789694322429
"29%",-0.202412662082319,-0.187162547557238
"30%",-0.201797750163529,-0.186686926510894
"31%",-0.201181689227786,-0.186118843886072
"32%",-0.200444347046029,-0.185467427358343
"33%",-0.199903399902569,-0.184906264674224
"34%",-0.199398688483997,-0.184391090505877
"35%",-0.19882735685922,-0.183811635863931
"36%",-0.198510333491104,-0.183319806381279
"37%",-0.198123892827454,-0.182921683615014
"38%",-0.197688605766074,-0.182576125055184
"39%",-0.197197958013631,-0.182161692821273
"40%",-0.196756455938429,-0.181733580843591
"41%",-0.196216018344613,-0.181227505728653
"42%",-0.19573236773309,-0.180766606711481
"43%",-0.195251245238937,-0.180369406693514
"44%",-0.194833488380138,-0.179947792637973
"45%",-0.194502679763359,-0.179606923725296
"46%",-0.19419886590348,-0.179260844861193
"47%",-0.193761757218436,-0.178843232014002
"48%",-0.193307478272945,-0.17832927015363
"49%",-0.193014132645668,-0.177868014664628
"50%",-0.192629865081498,-0.177289766665782
"51%",-0.192292308834382,-0.176871864898872
"52%",-0.191818034523874,-0.176474433331356
"53%",-0.191479417826844,-0.176062095914522
"54%",-0.191187349191371,-0.175579674210991
"55%",-0.190821594792803,-0.175092766865314
"56%",-0.190373976113228,-0.174699357088182
"57%",-0.189872511856193,-0.174268370441226
"58%",-0.189418507735608,-0.173889278163362
"59%",-0.188957292940136,-0.173560647240489
"60%",-0.18845238877413,-0.173201887551365
"61%",-0.188066818884806,-0.172790024321993
"62%",-0.187767424010032,-0.172410487771289
"63%",-0.187335283924845,-0.171952241537195
"64%",-0.186982982645153,-0.171419786929656
"65%",-0.186709688709241,-0.170954289714394
"66%",-0.186276106936445,-0.170574539900319
"67%",-0.185720160401556,-0.170337044218333
"68%",-0.185384228955329,-0.169907939126603
"69%",-0.184858633245436,-0.169536397975107
"70%",-0.184205090771399,-0.169097129394235
"71%",-0.183786714789299,-0.168519203755307
"72%",-0.183384025619681,-0.168162410418534
"73%",-0.182935521009308,-0.167634522327221
"74%",-0.182448496136202,-0.167142530373185
"75%",-0.182045186539898,-0.166445535907894
"76%",-0.181362238152899,-0.165984195596556
"77%",-0.1809554230948,-0.165401252596415
"78%",-0.180352276879085,-0.164896844722648
"79%",-0.179918712640317,-0.164367364130559
"80%",-0.179306474778096,-0.163857622076719
"81%",-0.178727857269424,-0.163404895346156
"82%",-0.178167486700772,-0.162896115467192
"83%",-0.177663733756641,-0.162034518850628
"84%",-0.177057283040571,-0.161618318648577
"85%",-0.176345651543107,-0.161048211821213
"86%",-0.175632370133491,-0.160385722266353
"87%",-0.174945842234329,-0.159679672464692
"88%",-0.174411149209886,-0.159259158981647
"89%",-0.173671871680493,-0.158225778158142
"90%",-0.172782306728369,-0.157467959497997
"91%",-0.171977087313909,-0.15649692116261
"92%",-0.170936437932062,-0.155486375979121
"93%",-0.169875311823835,-0.154156016563827
"94%",-0.168831889487923,-0.152733252096038
"95%",-0.167355772496307,-0.151230044073877
"96%",-0.165663226381737,-0.149370615859791
"97%",-0.163809622465929,-0.147172250927184
"98%",-0.161438492202562,-0.143964718079407
"99%",-0.157546373150688,-0.137209653011861
