"","V1","V2"
"1%",1.0410967521411,-0.439286157846878
"2%",1.04538002818175,-0.3442841359381
"3%",1.04875747641571,-0.337315393420324
"4%",1.0515246405682,-0.303101496127991
"5%",1.05355742916849,-0.256259108521197
"6%",1.05535227212625,-0.24433412620802
"7%",1.0570833117346,-0.237785530828863
"8%",1.05877466150445,-0.234801436834921
"9%",1.06004530755842,-0.231680653530033
"10%",1.0610561509817,-0.22835927397304
"11%",1.06200976329373,-0.226492086521012
"12%",1.06303090653025,-0.225154589457826
"13%",1.06374381826838,-0.223521957508202
"14%",1.06472890569241,-0.221557633507011
"15%",1.06573789256911,-0.220531234448399
"16%",1.06697352368786,-0.219338245755631
"17%",1.06811109635797,-0.218247879957824
"18%",1.06863813048156,-0.217320588219718
"19%",1.06927153389463,-0.216488818771839
"20%",1.06986206954505,-0.215402349376009
"21%",1.07042197445008,-0.214806907609096
"22%",1.0712812124502,-0.213969954600361
"23%",1.07187650029315,-0.213226437728285
"24%",1.07251548817412,-0.212591276048936
"25%",1.07327685994517,-0.212227231246995
"26%",1.07395516439117,-0.211393053234682
"27%",1.07457283435343,-0.210753677902608
"28%",1.07492073928565,-0.2097621928909
"29%",1.07526681187802,-0.208981399872937
"30%",1.07576680890916,-0.208390232519794
"31%",1.07634645079871,-0.207814207499653
"32%",1.07689986473479,-0.207119424786787
"33%",1.077540512853,-0.206574159836799
"34%",1.07794587929954,-0.205912444747151
"35%",1.07857924409758,-0.205365712427949
"36%",1.07904399637505,-0.204955448619895
"37%",1.07926055678487,-0.204550499381944
"38%",1.07985439916049,-0.20364298532777
"39%",1.08034428233379,-0.203228890450426
"40%",1.08078414871152,-0.202671331968884
"41%",1.0814465200865,-0.202238717257563
"42%",1.08171424236681,-0.201662103606057
"43%",1.0821908912804,-0.200713585926676
"44%",1.08281009756438,-0.200181406144956
"45%",1.08331673106039,-0.199710249320859
"46%",1.08369103682193,-0.199124303244526
"47%",1.08450875452434,-0.198570483869857
"48%",1.08519380949024,-0.197999796594392
"49%",1.085813018639,-0.197332947713219
"50%",1.08622279571792,-0.196915215678012
"51%",1.08687246059318,-0.196377936508612
"52%",1.08725444050372,-0.195689012917543
"53%",1.08788563106361,-0.195273749158046
"54%",1.08839715490373,-0.19451267537817
"55%",1.08893329520215,-0.193912777278244
"56%",1.08929587710265,-0.193452125553605
"57%",1.08968702534337,-0.192868700770918
"58%",1.09031772799031,-0.192409546396134
"59%",1.09069341398471,-0.191724851862843
"60%",1.09121983209911,-0.191251199377944
"61%",1.09176548818134,-0.190551296683564
"62%",1.09249411060138,-0.190075944010494
"63%",1.09306207628515,-0.189519289788748
"64%",1.09360736777021,-0.189228833041663
"65%",1.09408016290328,-0.188607747244901
"66%",1.09517200857904,-0.187904877151049
"67%",1.09578446776191,-0.18734707785817
"68%",1.09652044241265,-0.186648060705287
"69%",1.0969646669042,-0.186191129539501
"70%",1.09762334201593,-0.185609808784134
"71%",1.09806720500708,-0.184968531496569
"72%",1.0988837779498,-0.184450025984036
"73%",1.09971150199292,-0.183647007979882
"74%",1.10026801704134,-0.183178369156143
"75%",1.10123915581834,-0.182643501192562
"76%",1.10205051030083,-0.181921933966025
"77%",1.102737769305,-0.181284237322098
"78%",1.10419266302637,-0.18069671405944
"79%",1.10505008113424,-0.180107850345084
"80%",1.10572137031718,-0.179408221410135
"81%",1.10636471691366,-0.178436250491109
"82%",1.10728175113353,-0.177659610031568
"83%",1.10821559849119,-0.176835145548277
"84%",1.10936219145399,-0.175859582301411
"85%",1.1103509368211,-0.175420342590727
"86%",1.11140623165069,-0.174543517972234
"87%",1.11267305315125,-0.173711355235129
"88%",1.11434401911739,-0.172757943387095
"89%",1.11589342137446,-0.171874245235727
"90%",1.1178908291958,-0.170813488554049
"91%",1.11941206925932,-0.169697251075046
"92%",1.12168173638938,-0.168561866815924
"93%",1.12561957980292,-0.167194036609848
"94%",1.13234081256482,-0.165573228594391
"95%",1.34132445444035,-0.163564009913371
"96%",1.45525536769984,-0.161746346684902
"97%",1.4950849264044,-0.158749498049168
"98%",1.57141231238308,-0.153998026057398
"99%",1.69945889612296,-0.149835137163579
