"","V1","V2"
"1%",-0.566245506706452,-0.0167582904752984
"2%",-0.56377800872353,-0.0121897909638238
"3%",-0.558925972661388,-0.00904922622692569
"4%",-0.543153554190046,-0.00674057037827642
"5%",-0.488935495146001,-0.00489678080084184
"6%",-0.428638810740089,-0.00342900983938637
"7%",-0.397316557993857,-0.00201443718448021
"8%",-0.3278833807244,-0.00111214468591118
"9%",-0.323004192478593,-3.60943170181535e-05
"10%",-0.319913352775547,0.0009018969087258
"11%",-0.317358984340766,0.00168932777939343
"12%",-0.315682269865759,0.00237946084847713
"13%",-0.31415130982656,0.0029881056499206
"14%",-0.312808563534662,0.00366109816545109
"15%",-0.311595752733593,0.00416872787421165
"16%",-0.310530127892798,0.00499266174181557
"17%",-0.309700611913266,0.00549179985910929
"18%",-0.309047255844513,0.00623348220290558
"19%",-0.308318625367156,0.00695293733717607
"20%",-0.307670644863204,0.00769077332162646
"21%",-0.306985422380204,0.00824403773942972
"22%",-0.30646330232207,0.00882329914765006
"23%",-0.305803094039799,0.00934601949148438
"24%",-0.305404430903682,0.0101577502276359
"25%",-0.304835134107684,0.0105404679234549
"26%",-0.304335386720735,0.0110330327260896
"27%",-0.30369762976101,0.0115611320791431
"28%",-0.303152915514664,0.012002719029764
"29%",-0.302404722183905,0.0124908664635362
"30%",-0.301921184523328,0.0131703636501596
"31%",-0.301335077998743,0.013660442339664
"32%",-0.300922511690924,0.0140934770870726
"33%",-0.300369328441618,0.01457922885509
"34%",-0.299856419042159,0.0151242408340228
"35%",-0.299358369508202,0.0156003877068664
"36%",-0.299031269201324,0.0160179295633562
"37%",-0.298439891323186,0.0163663369561124
"38%",-0.29792682806607,0.0168462472800819
"39%",-0.297550446343056,0.0173077851300583
"40%",-0.297200976784207,0.0176137690333518
"41%",-0.296682106938629,0.0180920013390618
"42%",-0.296117834514201,0.0184899696009824
"43%",-0.29556995662611,0.0189592888363724
"44%",-0.295267762680798,0.0194254574053663
"45%",-0.294792004143002,0.0197252139939624
"46%",-0.294366725058139,0.0201503057552305
"47%",-0.294030511392494,0.0206377682706363
"48%",-0.293679077891031,0.021060650161299
"49%",-0.293307405506196,0.0216629918162401
"50%",-0.292960170345121,0.0220528238313465
"51%",-0.292657501134571,0.0223033586958666
"52%",-0.292335508981711,0.0225907522027982
"53%",-0.291940620999302,0.0230319964871226
"54%",-0.291570747520981,0.0235438477098597
"55%",-0.291097998194182,0.0239356734590352
"56%",-0.290685403665312,0.0243868754296279
"57%",-0.290349547202567,0.0250398972111346
"58%",-0.289993919080986,0.0254499674626038
"59%",-0.289623003847072,0.0259394909181339
"60%",-0.289214694345499,0.0264034475521578
"61%",-0.288850856690234,0.0269207628917352
"62%",-0.288580545745599,0.0272757330308282
"63%",-0.28812441874733,0.0277632087197882
"64%",-0.287658969332938,0.0281884291896706
"65%",-0.287284022152583,0.0286210848024887
"66%",-0.286811811709777,0.0289640317907689
"67%",-0.286521617130213,0.0294529314689179
"68%",-0.286076071383148,0.0298966445108641
"69%",-0.285599826013524,0.03024894238916
"70%",-0.285109834638319,0.0307357916927154
"71%",-0.284658935078857,0.031178384625948
"72%",-0.284230613839326,0.0316142158733491
"73%",-0.283879734114086,0.0321358143641828
"74%",-0.283415375642805,0.0326976197065137
"75%",-0.282974717807512,0.033253786943999
"76%",-0.282570567303493,0.0337109697863761
"77%",-0.281848168922996,0.0344703497463328
"78%",-0.281115064414987,0.035179823434912
"79%",-0.280602295682091,0.035705984985453
"80%",-0.280068479646358,0.0363604214914037
"81%",-0.279457853588678,0.0371439392779825
"82%",-0.278797156545477,0.0379977397968838
"83%",-0.278332281924626,0.0386502459959475
"84%",-0.277697222758475,0.0396903993342328
"85%",-0.277153269377124,0.0405628009073028
"86%",-0.276581694267892,0.041261974761795
"87%",-0.275868283351207,0.0421508695156516
"88%",-0.275244640714257,0.0436497627375986
"89%",-0.274514426554973,0.0450825057646264
"90%",-0.273760611022406,0.0468481984048528
"91%",-0.272878463909113,0.0489977102398352
"92%",-0.272073754329043,0.050221402258655
"93%",-0.271109392189032,0.0529583854949431
"94%",-0.270076464242427,0.0575270414107988
"95%",-0.268679910422296,0.0767696759379107
"96%",-0.267106565211319,0.10332295819072
"97%",-0.264933657287885,0.122403379209399
"98%",-0.261576273168481,0.146111806817949
"99%",-0.256103089109488,0.146111806817949
