"","V1","V2"
"1%",-0.36224103637598,0.0448963321919948
"2%",-0.328730095742847,0.0510045870653383
"3%",-0.31212793490575,0.0543704277353435
"4%",-0.29910378105048,0.0560309351680252
"5%",-0.273068172785355,0.0577598940946893
"6%",-0.262430515962203,0.0595135184806204
"7%",-0.235551622772125,0.0606827519939253
"8%",-0.212117157105274,0.0620321184524938
"9%",-0.208219808866276,0.0632274762125863
"10%",-0.205163963093591,0.0643264650454905
"11%",-0.203485850026284,0.0653876592633615
"12%",-0.201966377167318,0.0663553726723393
"13%",-0.200413632193296,0.0671840953583369
"14%",-0.19935067210643,0.0677769658037736
"15%",-0.198461074805869,0.068250298263599
"16%",-0.197516080818419,0.0687994102796518
"17%",-0.196710460053523,0.0697329985227973
"18%",-0.195908183325533,0.0702042240956816
"19%",-0.195404734901091,0.0708398418961867
"20%",-0.194703191061981,0.0714745673002307
"21%",-0.193762052340148,0.0720323027547902
"22%",-0.193100854294421,0.0724240625589155
"23%",-0.192539504526015,0.072782998609235
"24%",-0.192016277317682,0.0732273500725751
"25%",-0.191615485787777,0.073854366669432
"26%",-0.191026002490079,0.0741914747885653
"27%",-0.1904043837663,0.074683499409079
"28%",-0.189947436825401,0.0751885327609454
"29%",-0.189443676324993,0.0756859649398029
"30%",-0.188969474250207,0.0761971367660831
"31%",-0.188504972844803,0.0765146085989176
"32%",-0.188012935494439,0.0768559735038037
"33%",-0.187477278809542,0.0774931630346822
"34%",-0.186914624680459,0.0780493682018448
"35%",-0.18645234574222,0.0785510252518039
"36%",-0.1860513706228,0.0791499391290299
"37%",-0.185654281964012,0.0794944387169439
"38%",-0.185236637979216,0.0799334859557572
"39%",-0.184733875206513,0.0803511488713688
"40%",-0.184501589789873,0.0807604754685761
"41%",-0.183940252048349,0.0813873386494705
"42%",-0.183475932147997,0.0817550728674735
"43%",-0.183069200254052,0.0821498729166587
"44%",-0.182554653428538,0.0827283886467387
"45%",-0.182200173763295,0.0832359056874551
"46%",-0.181717349546667,0.0836810986495419
"47%",-0.18119305545736,0.0841277033722552
"48%",-0.180785821391914,0.0846765966855018
"49%",-0.180435677710409,0.0851130286128326
"50%",-0.180059454530494,0.0855872682382602
"51%",-0.179643832386098,0.0859452895867244
"52%",-0.179186113679889,0.0862812783756777
"53%",-0.178815430093963,0.0866554893236701
"54%",-0.178269677409659,0.0871860713920518
"55%",-0.177708158211567,0.0875393421001262
"56%",-0.177319318455344,0.0880148269535481
"57%",-0.177026309562089,0.0883608117403145
"58%",-0.176625981702947,0.0888351686871429
"59%",-0.176153006176536,0.0891769087112662
"60%",-0.175699686653272,0.0897160182402955
"61%",-0.175431329299773,0.0902701838844737
"62%",-0.174931086459804,0.0907386655141135
"63%",-0.174545875409531,0.0913089431058982
"64%",-0.174032441274155,0.0917898480983633
"65%",-0.17364424900576,0.0922972321255335
"66%",-0.173175323158409,0.0927542377784009
"67%",-0.172712235342241,0.093242046927845
"68%",-0.172151676725156,0.0936386472540077
"69%",-0.171722549550633,0.0940726199781485
"70%",-0.171260665818838,0.0945666940718874
"71%",-0.170827781618264,0.0950035919080659
"72%",-0.17031121884491,0.0956517701215011
"73%",-0.169773214260186,0.0962495865499425
"74%",-0.169325797823839,0.0968440479379468
"75%",-0.168889697648037,0.0973524770526654
"76%",-0.168331623805846,0.0979975239147033
"77%",-0.167858056262292,0.0985735826421158
"78%",-0.167152339481482,0.0993844849969999
"79%",-0.16672136929737,0.0999246367820385
"80%",-0.166331884935217,0.100551408716037
"81%",-0.165928811936234,0.101095701820082
"82%",-0.165176745353853,0.101902286150471
"83%",-0.164453222458831,0.102969420932581
"84%",-0.163839661408392,0.103644984759353
"85%",-0.163198624613414,0.10467706963634
"86%",-0.162383569138717,0.105570316949778
"87%",-0.161308438121249,0.106840853650773
"88%",-0.160818448200111,0.108001765005688
"89%",-0.160100101956784,0.109234473186415
"90%",-0.159374158717152,0.111153296702715
"91%",-0.158647496457747,0.112847653531922
"92%",-0.157821168005585,0.115341318285153
"93%",-0.156700972995295,0.118043782056681
"94%",-0.155569900580921,0.120931557526688
"95%",-0.154513233541819,0.124654235986075
"96%",-0.152958223854614,0.136379178033743
"97%",-0.151326590551151,0.149537050970218
"98%",-0.149206047846017,0.169104688971737
"99%",-0.143810908849359,0.190750035319489
