"","V1","V2"
"1%",0.357060785314746,0.704903351151203
"2%",0.361647942518226,0.711586229976596
"3%",0.364912907608643,0.7146948469059
"4%",0.367407413149712,0.717623567919628
"5%",0.370282554867713,0.720211642624295
"6%",0.372323803276864,0.722213778232354
"7%",0.373599130105527,0.723549815972674
"8%",0.375028993435207,0.724737969532672
"9%",0.376411808436081,0.725872030999826
"10%",0.377482754607639,0.726955705057277
"11%",0.378316495702749,0.727767953054986
"12%",0.379517212424605,0.728879901793491
"13%",0.38063019839307,0.729394152912642
"14%",0.381633085587991,0.730410666689225
"15%",0.382350341180597,0.731051474866547
"16%",0.383139501726937,0.731954746879282
"17%",0.384135263046179,0.732935130687095
"18%",0.384793462404533,0.73373438190132
"19%",0.385528887254877,0.734371398461707
"20%",0.386182476348194,0.73502996497059
"21%",0.387010218076562,0.735872075527022
"22%",0.38768892137124,0.736524092286671
"23%",0.38828635699366,0.737258518545449
"24%",0.389036469786166,0.738178987466151
"25%",0.390271691733879,0.739007614922675
"26%",0.390743985749442,0.739874994995313
"27%",0.391457550664526,0.740692399947175
"28%",0.392030214419043,0.741484047903509
"29%",0.392699872460994,0.741976357975836
"30%",0.393247168868146,0.742475373378005
"31%",0.393722197971642,0.743127867316997
"32%",0.394263108015026,0.743659350806503
"33%",0.394950108633919,0.744220839620487
"34%",0.395357002596335,0.744655877889147
"35%",0.395744456273045,0.745431784169002
"36%",0.396369811041884,0.745882067796987
"37%",0.397100487921578,0.746299419327666
"38%",0.397523245410235,0.746965830303195
"39%",0.39801338215782,0.747451179799241
"40%",0.39841535301347,0.748099015476655
"41%",0.398961562748747,0.748624603813441
"42%",0.399550951030984,0.749306045492285
"43%",0.399891783937224,0.749842056007244
"44%",0.40034892001583,0.750204941717669
"45%",0.400929379831238,0.750604435249313
"46%",0.401444142350348,0.750903149390339
"47%",0.401929213844495,0.751264577513021
"48%",0.402388866933062,0.751656982988025
"49%",0.402879334419169,0.751988554325603
"50%",0.403251587832372,0.752528352242685
"51%",0.403712952809713,0.753104028314317
"52%",0.404153679343309,0.753371155518102
"53%",0.404902297590197,0.753766604775269
"54%",0.405191903440413,0.754139344801902
"55%",0.405619506787426,0.754734048896064
"56%",0.40624867570407,0.755233430474081
"57%",0.406769423894383,0.755659735025338
"58%",0.407212773555541,0.756084287140135
"59%",0.407662030362753,0.757052001811697
"60%",0.408305997870266,0.75753489573993
"61%",0.408716253659585,0.758031555463742
"62%",0.409544447420045,0.758410864975645
"63%",0.41003407140145,0.759068277276732
"64%",0.410544530512019,0.759905920773926
"65%",0.411053275848292,0.760276778480575
"66%",0.411676835253277,0.761077954578057
"67%",0.412202285801279,0.761890446587026
"68%",0.41263573658485,0.762442244759023
"69%",0.413435632972126,0.763007513457396
"70%",0.414124309616596,0.76378186969286
"71%",0.414813481935946,0.76446211004838
"72%",0.415234553463279,0.764976544032363
"73%",0.416000309093967,0.765727263269814
"74%",0.417028564839503,0.766287511496211
"75%",0.417798689966447,0.76706047573134
"76%",0.418686845069434,0.768225655586901
"77%",0.419839519466098,0.768881990934961
"78%",0.420624385984003,0.769423992331188
"79%",0.421291742880334,0.770166354036367
"80%",0.422231451160408,0.771061126080621
"81%",0.423209018291588,0.772117274780973
"82%",0.423882575834917,0.773199158516815
"83%",0.424625619138038,0.774005466932477
"84%",0.425445051352486,0.774919292332703
"85%",0.426140579892311,0.776192019302769
"86%",0.427221859676853,0.77730010668738
"87%",0.428626360123152,0.778627718992125
"88%",0.430049359676323,0.779397482712765
"89%",0.432035367979941,0.780660002817802
"90%",0.433596343891584,0.782980177815089
"91%",0.435044875213172,0.785122341365992
"92%",0.437558373708988,0.788216010304964
"93%",0.44157889618691,0.79208698177532
"94%",0.44675751655512,0.797627909735229
"95%",0.471954626184841,0.92419676505515
"96%",0.565431129577321,0.996442838018447
"97%",0.626919255561654,1.07149183388116
"98%",0.655485918286631,1.13720905581834
"99%",0.687084348475161,1.16858311333427
