"","V1","V2"
"1%",-0.448970460068122,-0.534888003332996
"2%",-0.302701925028561,-0.516382541873984
"3%",-0.272568462983159,-0.499161842737479
"4%",-0.247318535930781,-0.466559471447381
"5%",-0.233322924618613,-0.408127589930481
"6%",-0.186287654302055,-0.403292461891341
"7%",-0.178268425701256,-0.325590422876072
"8%",-0.174671829743445,-0.320849207191518
"9%",-0.171203494783401,-0.31794619814636
"10%",-0.168717992421178,-0.316111020662136
"11%",-0.166794164631147,-0.314306209909536
"12%",-0.165238504301615,-0.31300954012227
"13%",-0.163888564771248,-0.312166209420595
"14%",-0.16272955603486,-0.311115256363631
"15%",-0.161721924991676,-0.310284701815982
"16%",-0.160659786165068,-0.309262743163572
"17%",-0.159657623168366,-0.308303485109465
"18%",-0.158941364319215,-0.307490765781076
"19%",-0.158237728728468,-0.306684309562799
"20%",-0.157596749087741,-0.305893315178255
"21%",-0.157101661164113,-0.305288662132671
"22%",-0.156604224982213,-0.304458361549977
"23%",-0.156145380931741,-0.303949221616284
"24%",-0.15556071146492,-0.30336987659057
"25%",-0.154912066708591,-0.302870991229827
"26%",-0.154358219563672,-0.302126481894631
"27%",-0.153870817324813,-0.301684842409248
"28%",-0.153370535163531,-0.301289387291503
"29%",-0.152844302956139,-0.300752330934428
"30%",-0.152189961172405,-0.300215039692017
"31%",-0.151800693478787,-0.299670234577858
"32%",-0.151345392157309,-0.299163802973052
"33%",-0.150963482679786,-0.298839690778106
"34%",-0.15066338023589,-0.298320225759587
"35%",-0.150212856021371,-0.297927493064606
"36%",-0.149762525826627,-0.297514146304691
"37%",-0.149412050848285,-0.297162041728622
"38%",-0.14901255539932,-0.296787932485321
"39%",-0.148586337405255,-0.296553513232612
"40%",-0.148124884502463,-0.296233317950124
"41%",-0.14765021275296,-0.295894949052463
"42%",-0.147346099207415,-0.295498271009861
"43%",-0.146996969267087,-0.295079271353884
"44%",-0.146511396597489,-0.294568547208416
"45%",-0.146061451440351,-0.294260512392658
"46%",-0.145660996148873,-0.293880444751147
"47%",-0.145164258648118,-0.29360251906362
"48%",-0.144692553044293,-0.293262468488139
"49%",-0.144208996162183,-0.292878784264749
"50%",-0.143882756787159,-0.292546841771894
"51%",-0.143540852172188,-0.292078419971394
"52%",-0.143134369779101,-0.291697848871319
"53%",-0.142721087075191,-0.29132623746148
"54%",-0.142249705742757,-0.290914190196386
"55%",-0.141805293541629,-0.290596513814459
"56%",-0.141225990008887,-0.290183574062275
"57%",-0.140810781082026,-0.289695029729299
"58%",-0.140421291934654,-0.289130845574199
"59%",-0.139911291313503,-0.288778957529612
"60%",-0.139412615603628,-0.288264371591908
"61%",-0.138989289352121,-0.287817341888521
"62%",-0.138525720744653,-0.287380777186681
"63%",-0.13803284811024,-0.286853731996655
"64%",-0.137571965848793,-0.286492218588825
"65%",-0.137145719433636,-0.28613904431777
"66%",-0.1365887206534,-0.285832634578573
"67%",-0.136178504967615,-0.285537640666328
"68%",-0.135814451844285,-0.285214625893171
"69%",-0.13541976689227,-0.284725515190408
"70%",-0.134915191222163,-0.284295487629545
"71%",-0.134541520546435,-0.283729429663489
"72%",-0.134130332707847,-0.283243450745248
"73%",-0.133665232969985,-0.282903422872068
"74%",-0.133189865547246,-0.282423157741478
"75%",-0.13281877022525,-0.281970267784353
"76%",-0.132369825350112,-0.281488579361098
"77%",-0.131862960150188,-0.281044471356601
"78%",-0.131513136792284,-0.280450181054994
"79%",-0.131192127767104,-0.280012281885823
"80%",-0.130711149203415,-0.279444068039248
"81%",-0.130231800224675,-0.278913681609514
"82%",-0.129618484974727,-0.278377105583823
"83%",-0.128985734941657,-0.277796011550427
"84%",-0.128408112898393,-0.277257970110028
"85%",-0.127709923086434,-0.276580283347564
"86%",-0.126733936902912,-0.276010599262375
"87%",-0.126044900343292,-0.275200411954845
"88%",-0.124957983784011,-0.27433970391434
"89%",-0.124127145989735,-0.27367805244921
"90%",-0.123085075784707,-0.272602696148967
"91%",-0.122120294893444,-0.27182836399726
"92%",-0.121128171198291,-0.270968023725941
"93%",-0.119719730665697,-0.269717917499912
"94%",-0.117832159652068,-0.268171058354055
"95%",-0.116515692139395,-0.267029797200174
"96%",-0.115216622948666,-0.265233272392943
"97%",-0.113753276948536,-0.263347833572875
"98%",-0.11030840150056,-0.260451520063174
"99%",-0.10412040854435,-0.258288770951474
