"","V1","V2"
"1%",-1.0173641104652,-0.565008258929123
"2%",-1.0040810964494,-0.565008258929123
"3%",-1.00086943748646,-0.519177451155208
"4%",-0.983199399445795,-0.484508372810568
"5%",-0.913340247438075,-0.466513958437893
"6%",-0.753649859648112,-0.348057938960419
"7%",-0.541193045563623,-0.271080058175098
"8%",-0.535130705544654,-0.263842667267233
"9%",-0.532437157099057,-0.260894106450797
"10%",-0.530023290869779,-0.258964453669681
"11%",-0.527771157475162,-0.256845884505183
"12%",-0.526530522283744,-0.255185441635669
"13%",-0.525347228315095,-0.25406467255807
"14%",-0.524512792790948,-0.253264097448723
"15%",-0.523538032131325,-0.252212976723733
"16%",-0.522631942212878,-0.251167826954056
"17%",-0.521795856208741,-0.250211246399874
"18%",-0.521062968902074,-0.249720567264416
"19%",-0.520470254178961,-0.248981170217721
"20%",-0.519935335158744,-0.248188563471288
"21%",-0.519004531577783,-0.24743347590796
"22%",-0.518306972151467,-0.246956860836495
"23%",-0.517573418681715,-0.24640311013709
"24%",-0.516887517405855,-0.245640321879941
"25%",-0.516200781748382,-0.245055379453384
"26%",-0.515659671223135,-0.244446014160988
"27%",-0.514990018784965,-0.243915552448358
"28%",-0.51448142344974,-0.243382238685438
"29%",-0.514022993855029,-0.242961312360046
"30%",-0.513581370622616,-0.242375510616128
"31%",-0.51301880600827,-0.241794171817089
"32%",-0.5125923642003,-0.241279685784121
"33%",-0.51210703353757,-0.240676056504863
"34%",-0.511636150378632,-0.240231121054254
"35%",-0.511128663789491,-0.239821302734578
"36%",-0.510679845277218,-0.239370247276715
"37%",-0.51030876697751,-0.239025863193674
"38%",-0.509935682538522,-0.238514488327865
"39%",-0.509492575392529,-0.238028640543659
"40%",-0.509025917080289,-0.237779284813006
"41%",-0.508615644524276,-0.237237407362555
"42%",-0.508284128455596,-0.236915733813452
"43%",-0.507872101287286,-0.236495126281179
"44%",-0.507396091026359,-0.235949190152208
"45%",-0.506940673158427,-0.235482756036855
"46%",-0.50655348794903,-0.234952202958207
"47%",-0.506206839283614,-0.234656385106425
"48%",-0.505687273263056,-0.234218523875621
"49%",-0.505287071295978,-0.233817217037657
"50%",-0.504975173564582,-0.233374784081096
"51%",-0.504604533895805,-0.232896086432876
"52%",-0.504274680102966,-0.232412306687135
"53%",-0.503918413112,-0.232068317188957
"54%",-0.503448426712615,-0.231747692424362
"55%",-0.502985774403265,-0.231360715082365
"56%",-0.502604346616507,-0.231075030308715
"57%",-0.50224396093801,-0.230579813000583
"58%",-0.501815837743533,-0.23017086566261
"59%",-0.501399172936243,-0.229658958345915
"60%",-0.501025339208698,-0.229166236797882
"61%",-0.500590187366287,-0.228766294200303
"62%",-0.500192394551097,-0.228355644960671
"63%",-0.499700052820673,-0.227857582973884
"64%",-0.499307028227569,-0.227528204918307
"65%",-0.498961581315665,-0.227234558869411
"66%",-0.498566522576376,-0.226887015618276
"67%",-0.498021484390218,-0.226565700220292
"68%",-0.497602092390929,-0.226078443243661
"69%",-0.497204203789392,-0.22566190502746
"70%",-0.496765152902078,-0.225268494362227
"71%",-0.49628424366844,-0.224799990523335
"72%",-0.495630077081779,-0.22442417611146
"73%",-0.495249567992377,-0.223863396967671
"74%",-0.4948539484052,-0.223233007222311
"75%",-0.494371525451532,-0.22268167572403
"76%",-0.493845451426671,-0.222143347281556
"77%",-0.493251391266839,-0.221729934361587
"78%",-0.492618463389953,-0.221219907825444
"79%",-0.492089982752635,-0.220601254032093
"80%",-0.491554683899929,-0.220130355676508
"81%",-0.491029213927706,-0.219715656715901
"82%",-0.490465880335196,-0.219114490254822
"83%",-0.489963673647889,-0.218452683221924
"84%",-0.489245848602734,-0.217715966381594
"85%",-0.488527226208107,-0.217084790311787
"86%",-0.487792148854565,-0.21627277623798
"87%",-0.487063971652265,-0.215518680239225
"88%",-0.486332887413798,-0.214716903483598
"89%",-0.485680676641845,-0.213869100253687
"90%",-0.484967291182728,-0.213010395763228
"91%",-0.484102536644411,-0.212364182681093
"92%",-0.483343805669818,-0.211345787233187
"93%",-0.482396567880372,-0.210144190399751
"94%",-0.481289640799546,-0.208934300046713
"95%",-0.48010581674829,-0.207804304652753
"96%",-0.478796491800603,-0.206245323578235
"97%",-0.47694984255047,-0.204674594051664
"98%",-0.474621132928412,-0.202301586930484
"99%",-0.471578825796569,-0.198663585014707
