"","V1","V2"
"1%",-0.944178799680956,-0.211932692662316
"2%",-0.929716247373155,-0.184693682341406
"3%",-0.906662379019528,-0.175203536519586
"4%",-0.861705276400401,-0.162614546652312
"5%",-0.827171519194196,-0.158625855889136
"6%",-0.717855746581432,-0.148498644772052
"7%",-0.703900530622392,-0.146412238147873
"8%",-0.693259311410963,-0.1426310400462
"9%",-0.660988522372858,-0.138799029944655
"10%",-0.509768112517522,-0.136546008911109
"11%",-0.503277576041687,-0.13397092978454
"12%",-0.499680584913907,-0.132839053402902
"13%",-0.497532261261226,-0.13147063913263
"14%",-0.496062050574204,-0.130253842629492
"15%",-0.494757492154382,-0.129029503038439
"16%",-0.493499599881971,-0.128190015440481
"17%",-0.492611773146464,-0.127537425250428
"18%",-0.491548189031969,-0.126310523296714
"19%",-0.490663371365099,-0.12563417625712
"20%",-0.49000163971644,-0.124925941286488
"21%",-0.489394335806125,-0.124272856311018
"22%",-0.48831864008763,-0.123365079774681
"23%",-0.487465145712038,-0.122758600527016
"24%",-0.486689580851082,-0.122197800078303
"25%",-0.48617558570444,-0.121701749159084
"26%",-0.48567331428811,-0.120957008766675
"27%",-0.485084076158417,-0.120389295628619
"28%",-0.484679976771271,-0.119684276961235
"29%",-0.484214918624418,-0.119085426449276
"30%",-0.483610550142416,-0.118429407149599
"31%",-0.483056266621006,-0.11790544854778
"32%",-0.482235314108047,-0.117359010317356
"33%",-0.481678419563394,-0.116890067977415
"34%",-0.481130166160055,-0.116336483891055
"35%",-0.480599971046001,-0.115726547522154
"36%",-0.480121227946764,-0.115382884060122
"37%",-0.479700447079198,-0.114904624929306
"38%",-0.479206732467469,-0.114354038683542
"39%",-0.478807969560986,-0.113895257400847
"40%",-0.478317970171531,-0.113399695129055
"41%",-0.477910835997679,-0.112934895686564
"42%",-0.47753986539864,-0.112547233269757
"43%",-0.477332766294068,-0.112076024097887
"44%",-0.477023774842568,-0.111462817740177
"45%",-0.476605846817848,-0.111014244612201
"46%",-0.47611764089772,-0.110573815438448
"47%",-0.475702820169436,-0.110219737313124
"48%",-0.475345521728373,-0.109722286782849
"49%",-0.474858685127223,-0.109307618437256
"50%",-0.474339071735918,-0.10896520232964
"51%",-0.474044076431827,-0.108592425709643
"52%",-0.473683049862722,-0.108250262619386
"53%",-0.473215706027212,-0.107823331424038
"54%",-0.472830507751829,-0.107469881859155
"55%",-0.472405779036214,-0.107124397094792
"56%",-0.472027702164929,-0.106610281395843
"57%",-0.471604675046586,-0.106013533337163
"58%",-0.471282633741789,-0.105577079164987
"59%",-0.470870649577347,-0.104957629544129
"60%",-0.470369639188742,-0.104521469924822
"61%",-0.469985418731988,-0.10399008427269
"62%",-0.469461429064928,-0.103768729763613
"63%",-0.469083106315592,-0.103350522925581
"64%",-0.468764675721046,-0.102989856633249
"65%",-0.46843116669971,-0.102378888490254
"66%",-0.467844909758186,-0.102083183301608
"67%",-0.467419242849923,-0.101682976602621
"68%",-0.466984611039406,-0.101164436896072
"69%",-0.466613500542902,-0.100709666673968
"70%",-0.466187353952546,-0.100194905899172
"71%",-0.465690413547332,-0.0999119875145834
"72%",-0.465286456540729,-0.09952699094322
"73%",-0.464874475576131,-0.0990925584989228
"74%",-0.464392413954768,-0.0987881812131921
"75%",-0.463977130583632,-0.0981668726577177
"76%",-0.463406623015355,-0.097581904366688
"77%",-0.462866981681398,-0.0972353222994865
"78%",-0.46240970449424,-0.0965942153929726
"79%",-0.46189645651065,-0.0957980770810544
"80%",-0.461314880326211,-0.0952999505027227
"81%",-0.460737619472804,-0.0946029478091782
"82%",-0.459873704013388,-0.0939418026556528
"83%",-0.459430912592913,-0.0934471137107503
"84%",-0.458818902385937,-0.0928179468589008
"85%",-0.457936986936414,-0.0923125372870411
"86%",-0.457350234385804,-0.091699218304809
"87%",-0.456548994590126,-0.0910284929598437
"88%",-0.455581123409458,-0.0901026131762177
"89%",-0.454859582219774,-0.0888887987305556
"90%",-0.454074695126097,-0.0879130049338024
"91%",-0.45280906734131,-0.087149122372971
"92%",-0.451707887961942,-0.0861318033250856
"93%",-0.450145534411451,-0.0852749892461793
"94%",-0.449304043634824,-0.0840250605817358
"95%",-0.447771659124079,-0.082676392771514
"96%",-0.445921866833821,-0.0809340175792423
"97%",-0.444188327454959,-0.0785564506078987
"98%",-0.441908142419254,-0.0757213638519307
"99%",-0.439466223444883,-0.0674497455935913
