"","V1","V2"
"1%",0.447089809759345,-0.245390501788909
"2%",0.45131902869467,-0.212761951620317
"3%",0.453919163453605,-0.196633763559294
"4%",0.455937350169974,-0.190493043339816
"5%",0.457104572362893,-0.164848016376414
"6%",0.458744422661353,-0.155850150296361
"7%",0.459800739930711,-0.152980656047575
"8%",0.460890498531589,-0.152414539774294
"9%",0.461921079257519,-0.149696639924652
"10%",0.463074310684525,-0.147893616469894
"11%",0.464121028078503,-0.146393065080801
"12%",0.464801720248401,-0.14475838794113
"13%",0.465527654373936,-0.143598880120568
"14%",0.466184936753633,-0.143123809205287
"15%",0.46664647084233,-0.142270837944263
"16%",0.467329576263331,-0.141303197234089
"17%",0.467779869916962,-0.14073395978608
"18%",0.468544002814594,-0.139824822562522
"19%",0.469077582362879,-0.139122489391857
"20%",0.46980028100147,-0.138341753676979
"21%",0.47031515937469,-0.137741434962952
"22%",0.470919482254408,-0.136944073434574
"23%",0.471433397473917,-0.13644979200017
"24%",0.472012304056709,-0.135845489930424
"25%",0.47233952756968,-0.13537262922652
"26%",0.473005630757243,-0.134648114347808
"27%",0.473508891432529,-0.134177499112733
"28%",0.474021785204529,-0.133564803532235
"29%",0.474505088087563,-0.133079926226573
"30%",0.475026655738356,-0.132566700943383
"31%",0.47547770265139,-0.13216735213522
"32%",0.4760061508454,-0.131677359511416
"33%",0.47637665408109,-0.131232714454271
"34%",0.476851032756129,-0.131005111802587
"35%",0.477300281557807,-0.130569155842037
"36%",0.477637111945856,-0.130150957361077
"37%",0.47817974785134,-0.129766621042559
"38%",0.478654405343393,-0.129415402938744
"39%",0.479016591986296,-0.129013010414958
"40%",0.479485318995813,-0.128691724069839
"41%",0.47990425918417,-0.128231380762568
"42%",0.480202858567712,-0.127875062645054
"43%",0.480634932480069,-0.127607838533311
"44%",0.480870718184923,-0.127366720594658
"45%",0.481325615196337,-0.127026209452641
"46%",0.481732274358753,-0.126709338524996
"47%",0.482072613280381,-0.126279141846926
"48%",0.48251251035266,-0.125911554667814
"49%",0.482915781024687,-0.125548260732906
"50%",0.48320971815049,-0.125154837443472
"51%",0.483655449286074,-0.124739829788479
"52%",0.484203791045091,-0.124520010761176
"53%",0.484674093878329,-0.124221768481771
"54%",0.485094452210182,-0.123898506358489
"55%",0.485430159883893,-0.123636471504065
"56%",0.485905753622569,-0.123116806635601
"57%",0.486292630031326,-0.12281222640552
"58%",0.486639366289859,-0.122435049828176
"59%",0.486995131300326,-0.122052771298526
"60%",0.487479360952141,-0.121679129965629
"61%",0.487911762939652,-0.121283256737837
"62%",0.488434640870621,-0.120840246154356
"63%",0.488864160552734,-0.120483857740452
"64%",0.489312280498512,-0.120102379084217
"65%",0.489736442579823,-0.119728187711196
"66%",0.490157144233442,-0.119259473363812
"67%",0.490631778185053,-0.118974377480188
"68%",0.491047707241653,-0.118472008498323
"69%",0.491644454300491,-0.118044503118987
"70%",0.492167306364179,-0.117659647207415
"71%",0.492586690566477,-0.1170993881256
"72%",0.493102016769531,-0.116711120176234
"73%",0.493586913784917,-0.116352213079304
"74%",0.49410950986558,-0.115940528288588
"75%",0.494840022318101,-0.115579607369147
"76%",0.495421587274578,-0.11524776445205
"77%",0.496085535333008,-0.114896400875667
"78%",0.496793099953507,-0.114403323654171
"79%",0.497516349917614,-0.113889646870531
"80%",0.498279637737576,-0.113379935615728
"81%",0.498727706123723,-0.112813759256346
"82%",0.49964096467883,-0.112233646424611
"83%",0.500628692585875,-0.111723029646193
"84%",0.501245227893514,-0.111025035871556
"85%",0.50225158200551,-0.110462446851132
"86%",0.503090290380431,-0.109899196461077
"87%",0.503877417312175,-0.109210832200733
"88%",0.504994301328867,-0.10836079468046
"89%",0.506967725653375,-0.107608769820045
"90%",0.50933807062458,-0.106794320555679
"91%",0.512194347120918,-0.106022331962877
"92%",0.515060913472167,-0.104929867741712
"93%",0.523380938079659,-0.104140109281213
"94%",0.71439694817609,-0.103256574534223
"95%",0.862888174157886,-0.102107456945928
"96%",0.927722669548305,-0.100897119774031
"97%",0.971533496905157,-0.0984394334356241
"98%",0.981031649408519,-0.0958248798169658
"99%",0.984857282272794,-0.0914347198240582
