"","V1","V2"
"1%",-0.574783442326945,0.842924113468189
"2%",-0.551001507337352,0.847943707503073
"3%",-0.511817332567772,0.850188812542736
"4%",-0.487359493442732,0.852690039604756
"5%",-0.408006657330409,0.854714823487155
"6%",-0.355153362366587,0.856398094114409
"7%",-0.350013592919236,0.858058905080601
"8%",-0.345420954329421,0.859671522252279
"9%",-0.344039036838957,0.861052665981941
"10%",-0.341966205451223,0.862551836477784
"11%",-0.339986900648904,0.864174594732284
"12%",-0.338193244861782,0.865078068471076
"13%",-0.336808801725715,0.866253690527727
"14%",-0.335406304153129,0.867339764221423
"15%",-0.334419324351202,0.868512184916942
"16%",-0.333352189407475,0.869612349895879
"17%",-0.332190932707352,0.870100564951031
"18%",-0.331022906678769,0.870749358315551
"19%",-0.330212626385138,0.871980854312773
"20%",-0.329334076946936,0.872880628625255
"21%",-0.328145598779568,0.87336050396644
"22%",-0.327499694296536,0.873938411157765
"23%",-0.326378092487053,0.874612420880847
"24%",-0.325946775107662,0.875488922433797
"25%",-0.325373782567358,0.876054918878171
"26%",-0.324617117838053,0.877066866401897
"27%",-0.324052856946034,0.877804892524548
"28%",-0.323246723909495,0.878610057779226
"29%",-0.322963221901703,0.879484883577958
"30%",-0.322349132765795,0.879987447105287
"31%",-0.321631098206851,0.880531321262894
"32%",-0.321176755639714,0.88120466869857
"33%",-0.320433363687672,0.881829374731318
"34%",-0.319849556979812,0.882780421719469
"35%",-0.319157556702777,0.883585789813211
"36%",-0.318789965959144,0.884341247674191
"37%",-0.31820494954215,0.884856340193495
"38%",-0.317618031334213,0.885464425352539
"39%",-0.317119093439905,0.88613788294131
"40%",-0.316735504324916,0.886916021217133
"41%",-0.316279355705756,0.887317870817985
"42%",-0.31578654095069,0.888044102831203
"43%",-0.315251281174121,0.888491351071322
"44%",-0.314778697531874,0.888894709015164
"45%",-0.314325627231086,0.889340001203918
"46%",-0.313936428881692,0.88991900850144
"47%",-0.313479596099352,0.890376280919549
"48%",-0.313003365795811,0.890662790637691
"49%",-0.312614171634747,0.89128239540049
"50%",-0.312085879666222,0.891724046948971
"51%",-0.311577199648766,0.892247526871025
"52%",-0.311079837567809,0.892896194240181
"53%",-0.310677602677683,0.89339898439347
"54%",-0.3101344160959,0.893786654650544
"55%",-0.309737685249309,0.894451865766178
"56%",-0.309239730221296,0.895041251507978
"57%",-0.308650734094257,0.895518423093407
"58%",-0.308336931923889,0.895818096561135
"59%",-0.307794202164669,0.89644994291973
"60%",-0.307404957675488,0.897001067776137
"61%",-0.307028542537349,0.897615643354536
"62%",-0.306408759877698,0.898098671666919
"63%",-0.306099357962109,0.898674773753971
"64%",-0.305683599610643,0.899259283811958
"65%",-0.304983304130662,0.899649448673622
"66%",-0.304497488192406,0.900061612636925
"67%",-0.30407099670379,0.900779369538533
"68%",-0.303678720743046,0.901123672908547
"69%",-0.303049857057125,0.901689221225701
"70%",-0.30246957496612,0.90239176518017
"71%",-0.302092649856571,0.903292403842377
"72%",-0.301554378735534,0.904010197783851
"73%",-0.300918223897021,0.904853043363034
"74%",-0.300358671475829,0.905410146909885
"75%",-0.299782681942852,0.90605058498754
"76%",-0.29907066821358,0.907023796922091
"77%",-0.298531400786024,0.907919947785074
"78%",-0.297798532287477,0.908733546886972
"79%",-0.297039992852725,0.909722234941781
"80%",-0.296490652519378,0.911185066643166
"81%",-0.295933692517877,0.911967738540651
"82%",-0.295178638265713,0.912748628173138
"83%",-0.294488641530107,0.913988413244368
"84%",-0.293898268606634,0.915532719656887
"85%",-0.292803302796978,0.916515899871378
"86%",-0.29199614097991,0.917758164195048
"87%",-0.290937626633627,0.918971244308202
"88%",-0.290146643273733,0.921141729457005
"89%",-0.288960533440875,0.922606023544325
"90%",-0.288029036211946,0.925079362660489
"91%",-0.286466156820072,0.927800131452367
"92%",-0.285222450036258,0.930191846591304
"93%",-0.283714048983826,0.935237874616249
"94%",-0.281883042875106,0.944478671346625
"95%",-0.280353590436089,1.17075647391487
"96%",-0.276958102778162,1.286385768423
"97%",-0.273932664389625,1.41470595801829
"98%",-0.27106490567353,1.51948200831074
"99%",-0.265991912106951,1.54001347450679
