"","V1","V2"
"1%",-0.612290264304139,0.359797976324545
"2%",-0.549038442059216,0.364627897320369
"3%",-0.548536369662105,0.367507914834732
"4%",-0.529159499314736,0.369203272855295
"5%",-0.476881573701021,0.370968573278643
"6%",-0.432948861808422,0.372265984875975
"7%",-0.405634751205235,0.37371821971933
"8%",-0.344051810426463,0.37493639700918
"9%",-0.338768279161514,0.376304105375446
"10%",-0.334259416119504,0.377367142986252
"11%",-0.331319676773473,0.378099002480009
"12%",-0.329839613890697,0.378838086676761
"13%",-0.327760963689347,0.379506391488215
"14%",-0.326228453179874,0.380157173308938
"15%",-0.324880188517079,0.380901405830259
"16%",-0.324070581610465,0.381665116782386
"17%",-0.322990261356638,0.382409894557108
"18%",-0.322229744276,0.383110168036982
"19%",-0.321290786687907,0.383666917807603
"20%",-0.320563470994081,0.384248067025631
"21%",-0.319944599030553,0.384831608377927
"22%",-0.319416387616193,0.385359952998559
"23%",-0.318647644955521,0.385713281799697
"24%",-0.31814523253649,0.386244888453299
"25%",-0.317516166767603,0.386760300069232
"26%",-0.317037357337239,0.387179011329657
"27%",-0.316514761612088,0.387647027798645
"28%",-0.315948335952484,0.388081258992471
"29%",-0.315414908769042,0.388525168648722
"30%",-0.314811148000705,0.388939664297007
"31%",-0.314209427722053,0.389626608183304
"32%",-0.313589572466954,0.390013070181572
"33%",-0.313096638962333,0.390432835490029
"34%",-0.312801211261733,0.39095174634618
"35%",-0.312325740948149,0.39139173606359
"36%",-0.311823608505113,0.39183567455793
"37%",-0.311492496053808,0.392421290839655
"38%",-0.311039726729456,0.392883443404739
"39%",-0.310609565195754,0.393364330958814
"40%",-0.310128302781629,0.393768704250012
"41%",-0.309787952508541,0.394162781197685
"42%",-0.309336174977471,0.394508027121097
"43%",-0.309002881916549,0.394913161253025
"44%",-0.308434632713271,0.395355814326063
"45%",-0.307889313337959,0.395844159610899
"46%",-0.307464633296263,0.396310201090895
"47%",-0.307107989158385,0.39668766600898
"48%",-0.306745756345161,0.397269372597277
"49%",-0.306260658149055,0.397593115327724
"50%",-0.305974026224445,0.397942874479432
"51%",-0.305657928016885,0.39837029261532
"52%",-0.305181317971371,0.398750699785465
"53%",-0.304639925117869,0.399180432194872
"54%",-0.304019367126954,0.3997016800386
"55%",-0.303654162100606,0.400217412990738
"56%",-0.30333204054847,0.400592119345136
"57%",-0.302876010955623,0.401036924899443
"58%",-0.30245484342583,0.40154355951525
"59%",-0.302058194244418,0.401907261691329
"60%",-0.301619033396471,0.402359849200132
"61%",-0.301316574188261,0.402828599459568
"62%",-0.30095318946195,0.403243999092973
"63%",-0.30046484293959,0.403793726834087
"64%",-0.300037926022877,0.404150402816191
"65%",-0.29952251714611,0.404482379708877
"66%",-0.299070697958665,0.405174078887532
"67%",-0.298595363025112,0.405752957945911
"68%",-0.298179322786367,0.406176330286961
"69%",-0.297630249496683,0.406541389356586
"70%",-0.297263901380728,0.407277452878778
"71%",-0.296670382534997,0.407938499150677
"72%",-0.296164653566173,0.408369167379101
"73%",-0.295805410217191,0.408786013189732
"74%",-0.295332693502593,0.409422841138736
"75%",-0.2948748591308,0.409860687092196
"76%",-0.294393158981814,0.410664729037929
"77%",-0.293832370752714,0.411203072074389
"78%",-0.293388552119126,0.411862428708787
"79%",-0.292687364150166,0.412489192783365
"80%",-0.292196884640987,0.413455120647935
"81%",-0.291668665438679,0.414173807056489
"82%",-0.29110720493028,0.414864103685891
"83%",-0.29060681710224,0.415719098272037
"84%",-0.289929971331762,0.416778494391342
"85%",-0.289099433783613,0.418026034978171
"86%",-0.288386026220787,0.419053836656609
"87%",-0.287781039419938,0.420150967403569
"88%",-0.287149252038264,0.421445285359464
"89%",-0.286309327697986,0.423172094573421
"90%",-0.285447716544641,0.425532762415248
"91%",-0.28474835947112,0.430666431461597
"92%",-0.283642513276954,0.436988715459827
"93%",-0.282651008567851,0.580163680401493
"94%",-0.281453956286616,0.615947279111394
"95%",-0.280008533838942,0.746413476702856
"96%",-0.278302520844755,0.800692247732395
"97%",-0.276545284815663,0.850444362320676
"98%",-0.274222580280669,0.911132954051374
"99%",-0.27019333535846,0.911132954051374
