"","V1","V2"
"1%",-0.552382944296197,-0.738763265312412
"2%",-0.550845999157047,-0.669395267578688
"3%",-0.528526387668138,-0.63863785282693
"4%",-0.494973332212943,-0.632152461493672
"5%",-0.494973332212943,-0.595142987900472
"6%",-0.470318352943668,-0.535059412133283
"7%",-0.46288271732851,-0.530620720195907
"8%",-0.458372549734995,-0.527574691207808
"9%",-0.456145791868515,-0.524048885363572
"10%",-0.453500033052882,-0.521545440912965
"11%",-0.451826844821984,-0.519663175675994
"12%",-0.450113786201691,-0.518269206767782
"13%",-0.44840104911392,-0.517012988299724
"14%",-0.446756648577976,-0.515888364513603
"15%",-0.445307997555997,-0.515134449371965
"16%",-0.444506736137009,-0.514132939278457
"17%",-0.443463115649364,-0.512938993964501
"18%",-0.442466864435221,-0.512298305777325
"19%",-0.441918497582407,-0.511461160212505
"20%",-0.441094771888567,-0.510504293869085
"21%",-0.440269267705923,-0.509684033830626
"22%",-0.439594233616687,-0.509052020392035
"23%",-0.438744619927245,-0.5085032364548
"24%",-0.437937543897936,-0.507761396874501
"25%",-0.437337202916257,-0.506990993677598
"26%",-0.436759230246157,-0.506513217395351
"27%",-0.435852291038789,-0.505837634256952
"28%",-0.435270893806478,-0.505447998708371
"29%",-0.434531217987463,-0.504923070452604
"30%",-0.433787786635824,-0.504401027066235
"31%",-0.433165512101443,-0.503981935796476
"32%",-0.432632818017107,-0.503254140060272
"33%",-0.432193936099656,-0.502828158484207
"34%",-0.431782865274732,-0.502108349031988
"35%",-0.430946207236089,-0.501362438829012
"36%",-0.430426629033912,-0.500670231138691
"37%",-0.429905791689278,-0.50026932574494
"38%",-0.429553871199304,-0.49975902292287
"39%",-0.429002541092318,-0.499231290175651
"40%",-0.428584611586801,-0.499031843632585
"41%",-0.428059718470771,-0.498259077524498
"42%",-0.427620017413411,-0.497820761134923
"43%",-0.426836255968684,-0.497383340793339
"44%",-0.426447675320524,-0.4968973458409
"45%",-0.42567533816696,-0.496396690094929
"46%",-0.425170955928094,-0.496029000849929
"47%",-0.424612347804574,-0.495604370946617
"48%",-0.424141084189865,-0.495079755809444
"49%",-0.423641429096838,-0.494612234102352
"50%",-0.4229002412171,-0.494176645199158
"51%",-0.422087099608927,-0.493541725834669
"52%",-0.421584101169944,-0.493279216298383
"53%",-0.421165492201246,-0.492659871818102
"54%",-0.420787446238711,-0.492337594861045
"55%",-0.420280840699335,-0.49192496726765
"56%",-0.419720779957927,-0.491637209493296
"57%",-0.419271649751681,-0.491180656937363
"58%",-0.418908343557779,-0.490736981831986
"59%",-0.418370605103891,-0.490365470996124
"60%",-0.417638900181212,-0.489668119221297
"61%",-0.41713925327521,-0.489237012167244
"62%",-0.416762569982613,-0.488637573186068
"63%",-0.41598191680162,-0.487949815027741
"64%",-0.415373734881861,-0.487544022568456
"65%",-0.415163374152782,-0.48717830549063
"66%",-0.414445033661429,-0.486698829005521
"67%",-0.413849232857667,-0.486003831922595
"68%",-0.413400158363669,-0.485163370566468
"69%",-0.41301691129846,-0.484530914298103
"70%",-0.412576429985289,-0.484133785779765
"71%",-0.411962691087292,-0.483580461801948
"72%",-0.411580459083109,-0.482920421121157
"73%",-0.411094856731551,-0.482351442205071
"74%",-0.410575344195404,-0.481867390090728
"75%",-0.410291586235547,-0.481134464315876
"76%",-0.409324833746458,-0.480905617376245
"77%",-0.40882559507299,-0.480350093079882
"78%",-0.408358139467197,-0.479873252198594
"79%",-0.407930450464535,-0.479385736291564
"80%",-0.407292222601347,-0.478678656249658
"81%",-0.40660277579886,-0.478224171261836
"82%",-0.405939034513427,-0.477431393554722
"83%",-0.405374621066088,-0.4766962061157
"84%",-0.404605749070902,-0.475816119110402
"85%",-0.403939485322969,-0.474978622042411
"86%",-0.403168184399454,-0.47450338773097
"87%",-0.402485198302666,-0.473529725169139
"88%",-0.401587840766501,-0.472787498617395
"89%",-0.400756083774839,-0.471821433531831
"90%",-0.39976928494117,-0.470901211315762
"91%",-0.398529369237967,-0.469595167955573
"92%",-0.39739348789205,-0.468623872072412
"93%",-0.396526122615838,-0.467286328467696
"94%",-0.395158367368494,-0.465571914736632
"95%",-0.393309825089212,-0.464384389253968
"96%",-0.391191375935944,-0.462586832248669
"97%",-0.388792380184352,-0.460639153835674
"98%",-0.386027866860744,-0.455918833808272
"99%",-0.381347906919951,-0.449492350622392
